,,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10,top_11,top_12,top_13,top_14,top_15
epoch_5,uid_229622,102666,100714,4640,7206,59026,4967,921,55442,2183,908,1193,904,2618,3677,7560
epoch_5,uid_167368,921,4967,102666,4880,3503,7980,71462,4103,170705,1209,55442,2729,2357,8638,117533
epoch_5,uid_21772,6856,4967,1193,71462,7560,27878,4640,26903,102666,59026,921,6993,7206,7256,4037
epoch_5,uid_176555,4848,908,904,2183,1719,892,2357,55442,6993,1260,100714,7323,2289,27878,1250
epoch_5,uid_166868,599,2360,50,8879,4973,2132,7206,1233,1193,541,2324,59026,7323,2329,5147
epoch_6,uid_128088,59026,1211,27878,3508,102666,7156,1207,1939,3741,5618,2931,1234,910,7560,892
epoch_6,uid_267455,100714,1944,892,5147,921,7206,912,44555,3677,7090,3503,1234,2819,4880,4144
epoch_6,uid_73381,71462,26903,892,59026,165549,117438,1234,114554,921,7323,912,2920,1212,1217,2959
epoch_6,uid_117628,27878,71462,1944,4427,892,7206,117438,7090,7980,930,2920,921,7560,910,3677
epoch_6,uid_21453,27878,2618,7206,1944,2183,892,7980,4427,2959,26903,912,170705,930,3677,7090
epoch_6,uid_229622,71462,170705,1929,7980,599,892,930,4427,2959,8154,7323,2819,1234,858,759
epoch_6,uid_167368,2618,4427,7256,2819,26903,4640,7090,2324,1757,892,2183,2571,4144,44555,2318
epoch_6,uid_21772,100714,7980,1944,858,1929,8154,2618,4427,3548,912,892,1234,1757,4848,7090
epoch_6,uid_176555,2732,950,899,26903,2019,1757,3677,1216,7206,1201,4967,759,71462,4037,4427
epoch_6,uid_166868,71462,3429,2732,1276,892,4640,1260,1283,170705,858,581,921,3677,27878,8154
epoch_7,uid_128088,907,1276,1212,27002,581,8638,1757,26528,3091,117533,4640,7323,55442,95654,3000
epoch_7,uid_267455,1757,581,170705,2324,2920,907,899,1207,1209,7323,3548,306,4848,1172,127098
epoch_7,uid_73381,1757,1256,3677,581,98491,8154,759,541,907,951,7980,1233,117533,2726,7560
epoch_7,uid_117628,1757,581,170705,4848,165549,4880,907,2324,759,1929,4103,8154,1207,1216,2726
epoch_7,uid_21453,1757,581,117438,4848,1216,7560,1256,98491,3548,1233,910,759,2324,165549,1234
epoch_7,uid_229622,581,1757,907,4880,1256,117438,1233,3548,1216,98491,7090,2324,306,165549,4103
epoch_7,uid_167368,1944,2329,581,759,908,593,98491,912,26528,117438,907,127098,104944,67255,8154
epoch_7,uid_21772,170705,581,117438,907,1256,165549,1207,3677,2324,2920,306,6104,1216,1233,2959
epoch_7,uid_176555,59026,2920,921,170705,138036,363,910,165549,4103,306,290,942,907,5074,1233
epoch_7,uid_166868,1237,5618,4037,1757,2726,117438,4144,26903,7560,306,1284,4848,2618,3095,363
epoch_8,uid_128088,3468,3677,33154,8879,65261,858,2132,3096,6971,2726,7090,599,8910,5878,3037
epoch_8,uid_267455,114554,759,2931,26528,27317,2677,117533,104944,55276,1284,3508,7939,290,1256,1216
epoch_8,uid_73381,900,1216,127098,2677,7939,2931,1172,5074,290,6993,33154,4103,1193,8638,104944
epoch_8,uid_117628,104944,7323,2677,114554,1233,179133,127098,1136,7939,27002,1234,5074,26528,290,2959
epoch_8,uid_21453,2677,2726,7323,127098,104944,1136,2931,1172,8154,114554,7939,1209,6380,27002,3508
epoch_8,uid_229622,2677,2726,104944,2931,6270,127098,1209,27002,3508,114554,912,8638,166643,179133,95654
epoch_8,uid_167368,7560,2677,6270,2931,858,930,27002,2132,290,65261,3508,165549,527,179133,1218
epoch_8,uid_21772,759,4880,7323,2677,27002,104944,6380,26528,1172,593,3508,179133,290,4103,930
epoch_8,uid_176555,5147,102666,1944,27317,7939,104944,1206,7090,1929,117533,127098,8154,599,906,3000
epoch_8,uid_166868,132424,1216,4880,2677,33154,290,1250,6380,165549,7939,65261,7090,8638,7980,179133
epoch_9,uid_128088,114554,4848,921,3062,67255,3629,3548,933,55276,104944,899,306,81385,8645,63876
epoch_9,uid_267455,1262,67255,98491,7256,27002,1797,2726,1201,95311,5074,2329,7649,6461,26133,3096
epoch_9,uid_73381,4880,27002,6104,363,2819,3548,3096,26528,1209,2329,3095,27317,2324,62344,2357
epoch_9,uid_117628,2931,3096,363,2819,27317,55276,1172,6993,6461,2329,67255,98491,1797,899,3468
epoch_9,uid_21453,26528,3096,2819,6461,921,27317,1797,2329,55276,5074,7256,363,67255,290,2920
epoch_9,uid_229622,26528,7939,363,3096,2329,6461,7256,5074,67255,6971,6993,6104,1217,1207,27317
epoch_9,uid_167368,114554,3096,4037,2726,363,27317,1797,55276,7323,54999,33154,7939,6957,6461,5074
epoch_9,uid_21772,7939,2726,2931,6461,27317,114554,67255,3096,127098,55276,98491,5074,1147,2819,1797
epoch_9,uid_176555,3096,117438,1228,2618,2324,114554,2931,1089,2677,5899,3996,6380,1208,179133,56782
epoch_9,uid_166868,1944,6971,908,27002,6104,904,2819,1256,759,930,1234,1217,104944,1797,899
epoch_10,uid_128088,363,50685,71462,165549,6270,5292,134130,5971,6974,54999,179133,8154,98491,73,1238
epoch_10,uid_267455,179133,165549,6380,910,363,6993,2289,6971,3095,8154,6104,56782,2357,4011,97
epoch_10,uid_73381,50685,179133,26133,8879,899,6270,6971,55276,3415,86882,2289,27741,858,6380,1136
epoch_10,uid_117628,26133,6971,6380,50685,1217,2186,132424,1209,6270,2289,62344,1201,117533,73,951
epoch_10,uid_21453,179133,6971,6993,26133,132424,899,6270,3000,215,446,2186,27741,1201,50685,1719
epoch_10,uid_229622,26133,132424,55276,910,1136,27741,6380,3415,290,215,899,446,86882,2249,62344
epoch_10,uid_167368,26133,2249,132424,7099,6380,6971,27741,2542,8879,1232,5899,446,73,7649,62344
epoch_10,uid_21772,363,26133,6971,2329,3000,1209,132424,446,8638,899,1201,1719,2357,50685,215
epoch_10,uid_176555,7980,6971,6270,1234,132424,903,27002,2804,4298,8879,3007,913,7068,1218,215
epoch_10,uid_166868,114554,3037,2931,907,215,26528,127098,5074,55276,26133,3415,951,97,593,4103
epoch_11,uid_128088,1216,26133,3415,1256,6461,108727,7649,6104,1303,59404,4103,7939,131724,4298,1204
epoch_11,uid_267455,132424,6270,2186,8638,5899,7068,260,1147,3037,593,54999,62344,8879,27741,33154
epoch_11,uid_73381,6461,1147,2186,132424,2804,3508,6062,67255,2318,2731,7068,3007,7649,3037,50658
epoch_11,uid_117628,1147,7068,33154,8638,3415,1232,3037,7256,2731,3508,7649,56782,593,2804,5899
epoch_11,uid_21453,62344,1147,8638,2731,3037,593,33154,1198,7068,5899,3415,1262,117533,1284,7649
epoch_11,uid_229622,7649,2186,2920,1172,1198,1147,1201,5899,8879,3037,117533,7068,2804,33154,2318
epoch_11,uid_167368,7068,3037,6104,2731,6721,3062,6993,6062,50658,1147,1963,2186,4011,1201,26111
epoch_11,uid_21772,6270,62344,2186,33154,3037,7068,1262,2731,117533,1284,1232,8879,2804,7649,5899
epoch_11,uid_176555,1147,33154,6461,1617,7256,6957,1732,2819,2959,2859,4880,27741,26528,6062,67255
epoch_11,uid_166868,6461,1172,6270,1136,3096,2731,7068,2186,2318,2804,3062,912,1218,1198,2542
epoch_12,uid_128088,27741,1218,1147,106642,5074,3007,62344,1361,1304,3095,6440,3470,5385,56782,6721
epoch_12,uid_267455,3062,65261,1218,7099,3007,6062,95654,106916,73,50658,527,52241,5292,1214,1204
epoch_12,uid_73381,3468,5292,54999,34153,95654,1218,166643,7256,5899,56782,1939,4973,1797,106916,7072
epoch_12,uid_117628,50658,54999,5292,1262,6062,3007,106916,95654,1218,1198,65261,527,4298,2357,1204
epoch_12,uid_21453,3468,50658,5292,2289,527,54999,2357,65261,95654,3007,951,56782,6062,2804,52241
epoch_12,uid_229622,3468,5292,52241,2289,54999,3007,65261,1218,50658,1262,3000,593,56782,2357,73
epoch_12,uid_167368,3007,5292,3468,2289,3415,3265,95654,3000,8405,36513,4298,7137,951,56782,6242
epoch_12,uid_21772,1198,3468,50658,527,54999,5292,6062,95654,2289,65261,3415,1218,3007,73,4298
epoch_12,uid_176555,50658,61236,52241,55276,63876,8638,68237,930,1284,54999,1262,98491,1281,1214,33166
epoch_12,uid_166868,1209,3007,54999,67255,36513,4298,1147,2357,5292,70992,5899,1207,6062,52241,3468
epoch_13,uid_128088,40697,50658,52241,6242,2206,3307,1069,541,166643,127098,2318,7072,34153,290,95858
epoch_13,uid_267455,36513,851,1238,108727,3581,3307,4298,446,3415,1212,7153,6957,2571,1221,70992
epoch_13,uid_73381,52241,940,3062,73,65261,70992,851,134130,1238,5995,3581,1201,3000,3741,1262
epoch_13,uid_117628,3062,36513,52241,27741,1238,70992,3581,3000,3307,97,8879,5995,940,1284,1212
epoch_13,uid_21453,36513,3062,3581,70992,1238,73,1217,8879,1232,2542,3307,5995,851,4298,106916
epoch_13,uid_229622,36513,3062,70992,2542,1238,2571,106916,527,4011,6957,7072,940,3581,1797,3307
epoch_13,uid_167368,910,899,40697,2804,106916,33166,1939,80906,3741,86882,7072,70992,1238,3307,97
epoch_13,uid_21772,36513,3062,1238,52241,1217,27741,56782,70992,3581,4973,951,1089,1212,851,2542
epoch_13,uid_176555,36513,26133,62344,70992,3062,97,3307,1209,109374,6666,1931,1797,3415,2863,86882
epoch_13,uid_166868,62344,1201,851,3581,50658,6987,27846,27317,6957,910,2920,80906,2863,56782,117533
epoch_14,uid_128088,7833,36513,2677,70992,96829,6993,95311,26111,1193,1845,6162,106916,5062,61236,26743
epoch_14,uid_267455,34437,26111,2859,1232,40697,74727,96829,750,1931,2318,951,2249,86882,4973,1963
epoch_14,uid_73381,36513,96829,74727,1845,61236,2859,26111,1931,7063,1719,40697,7297,6666,4298,34437
epoch_14,uid_117628,96829,61236,108727,26111,74727,4973,40697,1931,86882,34437,3095,750,1197,95311,6666
epoch_14,uid_21453,96829,108727,1221,3095,40697,26111,4973,61236,1218,1931,97,34437,86882,2859,2318
epoch_14,uid_229622,96829,40697,26111,97,951,1931,34437,6666,108727,4298,74727,7099,61236,1845,6062
epoch_14,uid_167368,96829,1172,34153,74727,1931,1284,1221,6666,71579,34437,38061,851,1207,79132,108727
epoch_14,uid_21772,96829,40697,108727,1221,3095,61236,97,34437,74727,2859,86882,26111,106916,750,6957
epoch_14,uid_176555,1221,96829,1198,6187,1245,7072,3317,2318,3037,3095,2858,1361,164179,108727,1213
epoch_14,uid_166868,40697,79132,108727,134130,1931,1221,96829,164179,1238,8604,26111,1845,7099,106916,27741
epoch_15,uid_128088,7297,1230,3788,6062,2186,8405,1209,7063,7091,3169,38061,4407,55444,27317,2863
epoch_15,uid_267455,34153,5062,6721,1304,1217,7072,106642,166643,6666,3470,1617,1845,27846,85774,33166
epoch_15,uid_73381,61240,5062,1284,3470,27846,106642,108727,2542,4881,95311,3307,97,1230,593,6721
epoch_15,uid_117628,34153,166643,3470,2542,61240,27846,1845,2318,6957,1719,933,106642,5062,4881,55247
epoch_15,uid_21453,34153,166643,3470,6957,5062,6666,27846,95311,61240,933,1204,2571,106642,965,4011
epoch_15,uid_229622,34153,1284,1939,5062,3095,3470,61240,95311,1232,80906,965,4881,27846,2731,1304
epoch_15,uid_167368,3470,166643,27846,2920,1845,69951,61240,5062,85774,53519,86898,106642,3095,61236,1217
epoch_15,uid_21772,34153,166643,965,5062,3470,1204,2571,1304,5995,6666,61240,106642,4011,95311,55247
epoch_15,uid_176555,34153,3683,2329,6981,3508,40697,965,933,5995,2731,106916,26111,4881,7649,2186
epoch_15,uid_166868,6666,166643,3470,73,106642,3000,95654,4881,50685,1262,86882,3508,74727,7072,1232
epoch_16,uid_128088,215,63515,74727,27846,2917,2324,7099,3681,34437,6666,3551,6380,2357,6981,80906
epoch_16,uid_267455,5385,6981,965,215,61236,7137,3468,3265,1293,80906,8405,26743,3169,1194,1361
epoch_16,uid_73381,5385,6981,26743,7137,215,446,6957,80906,933,6974,1232,1204,6001,79132,8132
epoch_16,uid_117628,6981,5385,1939,26743,215,7063,446,7137,7297,7072,8405,6721,2859,80906,6974
epoch_16,uid_21453,6981,1939,79132,5385,7072,7137,26743,6974,74727,8405,6001,7297,7063,6721,80906
epoch_16,uid_229622,79132,6981,5385,106642,7137,7297,6974,26743,7063,6721,3265,8405,3741,4973,164179
epoch_16,uid_167368,1361,26743,95311,215,5385,6981,2859,1214,171763,7063,933,1304,3169,134130,48516
epoch_16,uid_21772,6981,1939,7072,27846,5385,79132,8405,26743,7137,3307,3265,7063,940,7297,1617
epoch_16,uid_176555,7297,902,4641,5878,4973,5385,8405,1278,106642,27846,1230,5062,86898,85774,55247
epoch_16,uid_166868,5385,6981,6974,53519,6721,7833,3265,5062,7137,4011,3169,446,7297,2859,8405
epoch_17,uid_128088,1797,319,1262,143245,8132,86898,53519,68237,61240,97,965,903,954,55901,7834
epoch_17,uid_267455,7297,50685,143245,5878,55247,7833,71579,53519,8132,86898,164179,3741,2542,2858,2745
epoch_17,uid_73381,7833,5878,8405,2206,86898,143245,1963,71579,53519,164179,3788,59404,3169,7099,55247
epoch_17,uid_117628,5878,53519,1963,7833,851,7099,86898,3169,143245,65188,71579,2206,3741,1230,4011
epoch_17,uid_21453,53519,5878,7833,7099,86898,1212,71579,143245,1197,1963,3169,164179,2206,65188,4881
epoch_17,uid_229622,50685,5878,851,7833,143245,86898,53519,71579,2206,3169,5995,1212,1963,8132,933
epoch_17,uid_167368,7297,143245,50685,5878,1259,2745,7833,8132,4407,7089,2206,4973,164179,63876,65188
epoch_17,uid_21772,53519,5878,6721,1963,143245,7833,2858,7099,1197,1230,2745,71579,933,1148,4881
epoch_17,uid_176555,1212,53519,6001,446,6721,2542,898,851,1238,7833,3470,143245,4011,166643,95654
epoch_17,uid_166868,86898,71579,95311,5878,65188,2206,1230,2289,6162,2745,3741,1963,63515,34437,1259
epoch_18,uid_128088,65188,7256,7089,5470,108928,2644,116897,150548,2908,72720,6279,85774,3198,2069,3334
epoch_18,uid_267455,6974,7089,2206,2917,6162,65188,1089,108928,5995,63515,86345,940,4327,68157,6724
epoch_18,uid_73381,7089,6162,65188,63515,108928,1198,6242,938,5470,85774,898,72720,1293,4011,1089
epoch_18,uid_117628,7089,6162,898,1089,1617,108928,134130,33166,4327,6242,63515,79132,60069,6001,913
epoch_18,uid_21453,6162,7089,1089,108928,750,1617,898,134130,85774,6242,33166,63515,1845,4327,1293
epoch_18,uid_229622,65188,1204,7089,6162,108928,1197,134130,6242,1089,1617,85774,63515,4407,33166,1196
epoch_18,uid_167368,3198,6162,6724,55444,108928,3551,4881,940,5470,7084,8604,3334,1089,913,72720
epoch_18,uid_21772,86898,2206,65188,6162,2318,6974,3169,7089,63515,898,134130,60069,6242,85774,6001
epoch_18,uid_176555,6162,2206,65188,4878,1963,4327,6974,6242,7137,95311,50685,1304,65261,8645,1225
epoch_18,uid_166868,85774,7089,1939,3307,1204,143245,60069,940,61240,6724,61236,2312,108928,6242,1293
epoch_19,uid_128088,8604,1172,50068,851,1217,1284,120807,213,5995,2731,3581,1280,1963,2686,1066
epoch_19,uid_267455,1719,4881,898,8910,933,38061,72720,4993,95858,63876,4027,61240,3317,2731,31410
epoch_19,uid_73381,213,8014,1617,2917,4641,4407,2908,319,1221,1280,38061,913,1361,1259,2858
epoch_19,uid_117628,2858,164179,72720,1208,2571,213,2917,5470,3317,1293,1361,2908,1280,4641,4407
epoch_19,uid_21453,2858,72720,5470,1280,213,38061,296,1208,3317,2908,60069,4407,940,55247,913
epoch_19,uid_229622,1719,213,72720,1221,2917,1280,38061,2908,1293,8604,750,60069,95858,2858,3317
epoch_19,uid_167368,5995,63515,1719,213,6974,2917,1171,7153,1280,109374,78162,3788,3581,2908,1222
epoch_19,uid_21772,80906,164179,4407,38061,72720,1208,2908,213,8604,3317,5470,2917,296,1280,1213
epoch_19,uid_176555,7089,213,26743,74727,3265,7063,5292,55901,1280,1202,53123,3169,3788,71579,72720
epoch_19,uid_166868,7153,4407,1719,213,3147,55901,4993,260,965,5470,2917,38061,293,72720,1196
epoch_20,uid_128088,71579,260,7137,1136,7505,1225,8014,25940,4027,55290,2289,1232,913,1245,55247
epoch_20,uid_267455,4407,134130,3020,913,319,8645,5470,1148,1245,213,55290,3788,1228,6001,7063
epoch_20,uid_73381,8604,3020,8645,2312,965,2249,1304,109374,953,6724,3265,7084,4405,1245,1278
epoch_20,uid_117628,1148,1304,3020,965,1245,903,8645,6724,319,1228,31410,8604,1278,85774,1213
epoch_20,uid_21453,1361,3020,1304,8645,2249,1245,4641,319,6724,1148,260,3741,3265,1196,95858
epoch_20,uid_229622,3020,1361,2859,6001,319,1245,8645,6724,55247,5470,4641,2312,2745,913,7084
epoch_20,uid_167368,150548,3020,95858,1245,1617,750,965,6001,60069,1212,971,55247,319,3683,1069
epoch_20,uid_21772,3020,1361,1196,260,1931,8645,6724,319,4641,3741,31410,8910,2249,903,1214
epoch_20,uid_176555,4407,7348,33896,901,6773,31410,8910,3741,922,7478,1845,5470,55290,34437,7099
epoch_20,uid_166868,3020,319,8645,1361,2858,95858,1245,6001,1617,79185,2180,1304,6440,933,971
epoch_21,uid_128088,171763,1293,6001,1194,4973,1938,4881,97785,26838,3462,78162,71108,6283,2542,3911
epoch_21,uid_267455,26471,1213,1939,7505,1069,1208,48516,7084,1202,1259,3681,7478,33896,2312,1278
epoch_21,uid_73381,1202,95858,116897,26471,1069,7505,55901,4878,78162,25940,68237,83134,1208,1194,171763
epoch_21,uid_117628,1069,26471,95858,7505,109374,1202,1194,83134,7084,116897,3265,2692,4878,953,8132
epoch_21,uid_21453,26471,1069,109374,1230,1202,83134,1194,2917,116897,7505,1213,53123,78162,7084,1228
epoch_21,uid_229622,26471,1069,83134,1230,1202,109374,7505,7153,116897,1194,1213,1208,4405,7478,898
epoch_21,uid_167368,26471,1202,7505,116897,83134,1194,34405,3681,4405,8645,953,33896,1213,2858,68237
epoch_21,uid_21772,26471,95858,1845,1069,7505,109374,83134,1228,116897,1202,33166,4878,7084,1194,59404
epoch_21,uid_176555,1197,7084,76208,3581,1069,59404,6724,7505,1194,78162,61240,63515,2692,4027,80906
epoch_21,uid_166868,7063,1069,26471,7084,3198,116897,7505,1213,76208,83134,109374,1202,5421,3788,1089
epoch_22,uid_128088,4405,26471,3949,80489,3265,937,6187,6957,446,7084,105250,33896,4546,3814,1201
epoch_22,uid_267455,25940,78162,4405,30803,8604,938,171763,6242,3198,59404,26838,1230,116897,55901,1280
epoch_22,uid_73381,750,26838,922,903,2863,7834,76208,1228,2745,7478,1148,30803,33166,53123,31410
epoch_22,uid_117628,59404,4405,25940,78162,7478,26838,38061,938,76208,30803,1196,2745,922,296,2312
epoch_22,uid_21453,4405,59404,25940,26838,8604,76208,30803,2745,7478,938,1278,33896,4027,1259,7153
epoch_22,uid_229622,25940,59404,78162,26838,30803,938,1278,171763,1259,260,6187,1228,4027,4546,76208
epoch_22,uid_167368,25940,938,6187,293,7478,30803,26838,1278,162,6279,76208,31410,2762,3091,4993
epoch_22,uid_21772,4405,25940,78162,26838,108928,922,30803,55901,1278,938,4027,4546,76208,53123,1225
epoch_22,uid_176555,68157,938,162,26838,940,25940,116897,2571,26471,8604,4405,5421,4546,319,6987
epoch_22,uid_166868,26838,78162,25940,59404,30803,4878,4405,938,2762,6187,3091,33896,71899,1208,5971
epoch_23,uid_128088,63433,7478,3507,74324,4011,30803,2859,1196,2804,1278,1259,27193,938,1202,4641
epoch_23,uid_267455,76208,6279,2908,3091,3683,3334,53123,63433,1066,2342,296,1222,1303,4546,2925
epoch_23,uid_73381,33896,63876,4546,3334,55444,8910,3091,3683,177593,3061,2342,6350,902,5971,1213
epoch_23,uid_117628,55901,4546,1259,33896,63876,3683,55444,3334,6279,53123,3788,1066,3061,68237,260
epoch_23,uid_21453,55901,63876,4546,3334,1214,3683,8132,6279,3788,55444,4878,68237,3091,1066,171763
epoch_23,uid_229622,55901,3788,3334,3683,33896,55444,6279,53123,63876,1214,1222,3091,3061,2342,1066
epoch_23,uid_167368,55901,7834,4546,53123,901,3317,63433,97938,59404,4641,898,71108,3061,55290,1303
epoch_23,uid_21772,7478,33896,63876,3334,1259,6279,55444,68157,3683,7153,2342,8132,3061,3788,63433
epoch_23,uid_176555,71108,3334,79132,1196,108928,6279,260,5013,55444,30803,134130,27873,60069,1222,131724
epoch_23,uid_166868,7478,55247,4546,97938,55444,53123,3334,2908,8132,2342,898,120807,3814,1066,4641
epoch_24,uid_128088,76208,1719,1185,5421,2312,1148,34338,4978,27873,79185,1279,114494,60069,31410,919
epoch_24,uid_267455,71108,55444,5421,3551,903,6187,3814,79185,2644,1225,94959,49272,69951,7834,922
epoch_24,uid_73381,71108,63433,6279,1066,5421,2644,3814,6187,3551,68157,3198,1222,1225,6440,34338
epoch_24,uid_117628,71108,5421,63433,2644,6187,68157,79185,6987,4027,2342,1222,3551,1225,6440,1214
epoch_24,uid_21453,71108,63433,5421,903,2312,2644,6187,68157,2342,79185,3551,3814,6440,31410,6987
epoch_24,uid_229622,71108,5421,63433,1148,2644,68157,296,903,3551,48516,79185,3814,31410,6440,3198
epoch_24,uid_167368,5421,6987,1066,2342,2644,2312,26662,2180,68157,50068,3147,79185,8033,3814,1148
epoch_24,uid_21772,71108,1066,5421,2312,2644,6187,48516,6987,79185,3551,1222,1245,6440,3814,2762
epoch_24,uid_176555,2644,2249,2908,2312,3198,1066,79185,1293,63433,3020,2917,48516,3091,2342,800
epoch_24,uid_166868,71108,63433,6279,296,31410,2644,1212,1280,902,953,34338,1278,171763,86345,913
epoch_25,uid_128088,26662,79132,5782,1176,1197,6724,164179,7260,2342,34405,2627,89492,6350,97938,1089
epoch_25,uid_267455,34338,953,120807,7348,80489,5782,3959,74324,68237,293,1938,89492,919,97938,549
