,,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10,top_11,top_12,top_13,top_14,top_15,top_16,top_17,top_18,top_19,top_20,top_21,top_22,top_23,top_24,top_25,top_26,top_27,top_28,top_29,top_30,top_31,top_32,top_33,top_34,top_35,top_36,top_37,top_38,top_39,top_40,top_41,top_42,top_43,top_44,top_45,top_46,top_47,top_48,top_49,top_50,top_51,top_52,top_53,top_54,top_55,top_56,top_57,top_58,top_59,top_60,top_61,top_62,top_63,top_64,top_65,top_66,top_67,top_68,top_69,top_70
epoch_1,uid_128088,1222,1089,665,111,1276,1304,2019,86504,899,1219,2132,68157,1394,2249,215,290,1293,34405,1175,177593,1197,1201,33166,900,44555,1209,1387,296,1210,457,1303,903,945,508,1214,3246,4848,1200,3265,59387,3683,1230,319,6773,1446,53519,2391,7327,59026,4014,48738,3503,589,2324,3508,7209,969,1245,1224,1249,1256,800,2761,1945,1213,134130,4641,1148,6270,1147
epoch_1,uid_267455,296,49272,2858,1228,3022,903,3435,2132,2542,1617,34405,4993,1204,5291,7156,1213,56782,1208,950,955,142488,750,8132,4011,2918,3730,902,778,5013,4327,307,3508,919,969,1225,94959,319,6016,922,5225,2843,67255,5952,1293,1089,800,5292,3996,5878,3089,665,3147,2908,1719,6867,5995,3916,608,2186,55247,898,5782,1260,109487,1446,3265,3134,44199,1263,4251
epoch_1,uid_73381,4973,1260,953,3089,2019,1278,3147,930,903,68237,2858,1204,3000,6016,1237,2843,1222,3020,1198,31658,3730,920,1281,2324,1228,3911,7090,913,5971,1221,593,109487,31410,8645,1209,2857,49272,922,3683,3360,1262,1213,109374,134130,2951,1225,608,3503,92259,1283,1217,1284,55442,307,1617,947,112552,678,165549,2863,2183,1232,17,933,91529,3681,951,1365,923,1732
epoch_1,uid_117628,1198,527,1213,1089,260,86504,3022,1214,1200,215,2804,750,1196,1211,1617,1446,293,1270,79357,1258,142488,4995,1265,1259,800,1222,68237,306,1219,1304,2542,3020,356,56782,30707,1207,1201,63876,1257,1284,1704,4027,7156,89745,4881,2729,898,6016,3089,3000,1228,110,290,1210,116797,1263,65261,945,138036,48780,3730,1256,969,940,900,1230,1283,5147,5292,1080
epoch_1,uid_21453,2959,750,3435,318,4973,260,7361,1949,4993,296,900,44555,930,3578,33166,5291,48516,3147,2791,1233,1217,1234,1230,2329,56782,665,1278,3683,134130,36,1222,44191,1196,1446,910,1214,2542,6350,51255,1228,903,1267,899,1258,1036,2288,79132,745,4878,951,58559,7099,2804,2762,457,923,4011,34405,110,950,940,1175,2318,953,47610,2819,1209,3508,67255,4226
epoch_1,uid_229622,4848,1213,1214,1233,1222,665,1080,1204,1257,1304,3429,2843,296,1732,86504,55820,5971,60069,55247,608,79132,69844,2918,55442,930,1249,293,2542,4878,952,3030,3022,5291,1283,1929,1206,3503,1200,215,1223,290,1084,3551,56782,1147,48516,2692,2795,76093,94959,31410,919,40819,1256,1263,1293,778,3683,86882,3508,3730,1267,2917,7090,6016,1209,67255,3265,6773,1278
epoch_1,uid_167368,3020,2804,3000,4226,48516,1213,1237,7153,293,1200,919,7099,1446,778,953,4878,1211,593,3252,1036,6016,68237,2289,2336,3429,1259,912,4011,3581,1303,5292,44199,2858,109487,8228,40819,950,1304,3949,109374,2318,2918,1617,3503,48738,1260,290,1610,142488,69844,60069,84152,2997,138036,89492,2908,1945,1254,1089,2819,2300,4262,750,2843,1212,913,3030,1206,2951,116797
epoch_1,uid_21772,912,1258,260,7361,79132,5952,164179,908,4993,6350,3508,48516,4848,47,900,4027,4995,2791,44191,1245,69844,3429,4878,950,1201,2762,3578,7090,33166,2028,44555,1,1291,3949,88125,1270,38061,5291,898,952,945,110,922,665,2289,1175,5878,48394,5690,1265,745,1304,1036,4641,599,1218,1267,3897,58559,1264,2908,1256,1235,306,3114,109487,955,3916,44665,3503
epoch_1,uid_176555,4848,1213,5291,5618,1260,2324,599,3020,1201,1278,4226,2905,1214,1237,1233,950,1196,260,2795,79132,1206,1200,898,900,1267,7438,2804,3911,8645,55820,4011,68237,56782,541,903,924,1220,1210,68954,1304,38061,1221,1732,2677,49272,1284,164179,3022,741,3503,933,2843,55247,76093,33166,6187,1281,1258,7099,1262,2183,2791,7980,53519,3996,1960,3147,48394,134130,1228
epoch_1,uid_166868,527,2804,930,912,56782,2132,1281,1446,3435,44555,923,6170,800,665,1148,260,60069,1237,150548,1233,296,4848,4226,1217,215,2186,1257,745,898,69844,910,3252,6773,79132,3360,1263,953,112552,2028,2858,1298,17,3730,68237,919,3503,1961,1198,1232,5995,4720,1211,1466,97304,2633,2571,7099,142488,3022,6016,899,720,117176,945,741,3468,8638,1222,947,5971
epoch_2,uid_128088,971,858,1237,1260,3089,4312,4973,907,1732,1036,965,940,2300,1217,3730,950,4011,6296,953,3134,745,1301,265,68237,2692,6,8154,1949,910,162,1259,86882,1719,3076,2905,4262,3007,2951,1957,951,79185,164179,306,892,56782,7206,4103,2791,2843,947,5110,3526,74458,249,5690,2318,84152,1084,44199,109374,3911,3252,2633,1361,1080,67255,2857,3671,40629,3095
epoch_2,uid_267455,1209,7153,599,48516,265,55820,1247,6773,1237,215,924,923,678,1500,940,164179,111,63876,1218,2692,745,952,5147,1949,82459,31410,48394,2951,290,1264,1217,1732,741,1265,293,1232,2010,51255,44191,1212,508,1267,68157,81845,2318,1090,2028,40819,2571,6170,1957,1230,7137,913,1084,2336,3421,3095,2677,1945,7099,1245,921,86504,1258,106100,49530,2788,951,38061
epoch_2,uid_73381,319,48516,86504,1446,665,1206,55247,900,3468,2918,1293,1230,919,306,940,2819,1257,945,84152,69844,924,50685,7323,898,1797,3095,86882,1245,952,1263,40819,2917,2686,1244,446,116797,1303,6711,902,1247,26662,94959,1212,48780,122886,4312,2268,3317,1704,138036,30707,81591,293,508,33166,61240,1254,67255,5013,4422,1272,110,2160,2905,89492,2677,7361,915,4881,1199
epoch_2,uid_117628,3683,930,134130,1949,164179,1090,1260,923,920,2677,1244,4878,952,3147,2951,2289,951,1291,1303,1206,3265,1197,60069,101,8370,3317,1247,1208,44191,319,922,109374,599,2843,1288,69844,4226,1254,913,55290,40819,2028,1125,2819,446,3468,3508,61240,106916,7137,2502,741,1953,3134,6170,2863,55442,950,2905,52281,112552,5971,3095,111,4993,4105,3421,7323,457,8132
epoch_2,uid_21453,109487,924,1206,1260,7156,164179,5971,678,290,68157,1221,1500,7090,31658,4027,1200,3730,2692,293,86504,4881,1291,1225,31410,49272,88125,1259,68237,952,1293,778,800,1210,593,2249,2677,1304,84152,1197,106916,1198,4262,38061,3911,150548,2905,2918,215,8950,6187,1303,65261,3095,5292,2336,4995,6987,6957,1527,902,106100,112552,3581,1247,2300,1732,109374,98491,933,79357
epoch_2,uid_229622,142488,4011,446,4027,260,38061,1719,4226,2300,4993,49272,1210,678,1196,138036,109374,1625,1245,945,2677,47,79357,5995,108932,1260,49530,1217,4641,2791,48043,1303,923,7099,933,1247,1224,1235,1265,924,3911,34405,475,3095,1264,2905,2502,8132,5673,2951,3317,68237,1036,109487,319,3949,5878,68954,940,26662,898,7156,1077,1230,457,61240,1281,8253,5952,106100,2819
epoch_2,uid_167368,3683,3578,1232,910,3317,82459,134130,7327,164179,86504,4027,79357,446,68157,3147,665,38061,3265,4881,7156,1732,7323,44191,1719,106916,48394,150548,2863,1957,3730,905,898,1175,6,2857,3476,1283,48780,3677,902,923,1217,5878,3468,952,262,3911,1729,4312,2917,741,1264,4014,1284,8154,5890,97938,3741,1245,1340,1257,3275,265,64839,3100,1125,68954,947,1500,678
epoch_2,uid_21772,2804,953,3000,910,2677,215,1949,1206,930,1207,290,3683,1257,7156,1217,1148,73,1961,1200,3911,933,1303,86504,60069,3996,3360,31410,1281,1845,923,905,1197,49272,2951,3307,106916,3317,5971,1210,2692,86882,4881,6957,4720,3551,138036,94959,26662,2863,68237,1213,1284,48780,82459,45081,108932,4327,741,6,2249,8154,4312,1228,68954,951,1227,1288,919,1719,5060
epoch_2,uid_176555,1446,142488,1222,3360,1198,109487,2028,138036,4641,293,215,7323,71535,1223,3134,6773,3007,1226,2762,745,5225,3246,82459,8370,720,1303,6016,3421,5292,134853,1225,3508,84152,3089,106916,2289,1209,26662,115617,6957,3819,1197,88810,116797,1246,3462,945,6987,122886,1080,940,1249,6807,48780,1845,913,2318,3468,1175,3095,98491,4262,952,1288,1929,1212,97938,1227,89492,1261
epoch_2,uid_166868,1230,2329,319,3578,1304,3089,1719,902,1260,1219,48780,33166,4878,38061,1201,778,1625,1283,1953,3147,3134,2863,5952,1,678,2677,7438,1200,2692,44191,3020,109487,5878,1175,1293,1500,1265,6711,86882,1036,1284,86504,7482,1949,55247,162,1225,4312,106916,1213,5013,48516,6502,7209,3508,61240,108932,1247,2951,55820,44195,53519,88125,34405,58559,116797,1732,4027,6874,5147
epoch_3,uid_128088,112552,293,1267,150548,3198,3740,1172,1079,750,4027,551,599,1086,3681,65261,61236,104913,48780,162414,55442,2686,778,2268,71579,4144,51255,30803,3317,55247,2150,82459,6711,1208,4378,1257,307,1171,55820,4967,8253,3548,5995,5878,1258,1220,122882,3468,2186,2863,1298,61240,6380,106916,741,7156,3910,1223,5971,1952,1218,1340,720,152081,942,4327,8370,935,1374,3307,3581
epoch_3,uid_267455,930,947,1254,3681,2905,4226,8154,34437,30707,446,53519,162,4037,1079,2268,933,54259,2686,152081,1147,1235,6993,720,2819,79357,3317,55276,6539,1303,2791,3468,48738,1080,3360,911,1206,6104,97304,4312,1704,73,1175,5989,26614,1199,55290,2863,3503,69844,2183,3910,8228,8645,1281,457,57669,8798,2729,475,1291,916,2644,5060,1252,4103,1961,1292,3007,1955,65261
epoch_3,uid_73381,5995,1259,2908,215,6350,4027,8154,4105,117533,2186,5147,7099,47,1218,1264,3916,5878,1175,1147,4037,49530,4327,58559,1884,6773,905,1090,2791,1968,2511,3508,65261,162414,88125,3421,2732,969,965,3741,2010,4144,8910,82459,47610,2795,2360,7137,1079,971,2467,3949,1226,115713,2300,1500,79357,599,2144,265,3061,68954,89745,8253,101,1249,63876,85774,1189,6296,55290
epoch_3,uid_117628,68157,1278,6773,2908,3949,265,1217,55247,53519,947,3360,5782,34405,31410,5013,3307,26662,4312,2762,88125,1199,246,3911,1281,1719,1500,81845,58559,3581,3037,3429,4037,933,49272,150548,27846,7099,84152,2359,1079,2857,4327,5878,44199,3100,1232,38061,49530,91529,5952,8253,2010,1274,2336,1147,2318,4967,1280,69481,6807,2300,2183,1374,177593,3252,47610,108932,80489,3246,17
epoch_3,uid_21453,6016,1080,44199,1625,3134,608,73,446,1704,8154,162,40819,55442,1284,3629,138036,913,4144,3996,3949,1281,2863,2857,2908,319,8132,8645,5013,32,108932,3916,4037,3681,6874,63082,1945,3089,86882,1199,898,922,7438,63876,89492,3421,6242,1232,1263,165549,6104,1220,3360,965,1189,6993,1961,1272,26662,2268,17,6807,1090,2843,4327,1254,1245,947,71535,54259,1079
epoch_3,uid_229622,4312,2908,48780,1175,2028,2686,3089,111,88125,1284,3134,3910,1079,4881,65261,3916,920,599,134130,2318,2762,162414,58559,800,7327,2010,1232,116797,82459,6350,150548,30707,1949,6874,947,741,4995,3360,2761,3681,97938,1212,720,89745,3548,1219,1218,48738,6380,115713,68157,922,4144,1288,91529,8154,6993,7323,1968,117533,55276,2618,50872,5225,162,1090,4902,4102,3996,1292
epoch_3,uid_167368,1148,5013,1221,3508,745,4327,54259,599,903,8132,7209,7482,30749,2686,6242,73,55820,1704,940,65261,589,319,1298,6957,1929,1189,5995,933,1625,6187,26662,31658,3095,1228,1961,106918,53519,608,2905,914,2144,3134,81845,6807,1281,26614,49530,5782,3007,3996,3037,2664,122886,4037,6539,3916,1387,3740,4641,50068,27846,5225,55442,951,34437,2357,2288,1466,8638,7160
epoch_3,uid_21772,34405,3134,1278,65261,33660,40819,1208,1225,6874,68157,969,61240,53519,7099,49530,109374,30749,89492,5013,115713,1224,1214,55247,800,3629,508,971,55290,8253,55442,1957,954,162414,3740,1466,71535,97938,1298,1212,1625,3677,947,47610,3089,2686,2336,319,940,1610,2186,44199,2268,88810,2183,81845,4880,78499,2729,1199,2819,3681,1254,101864,265,2618,30707,31658,2502,497,50872
epoch_3,uid_176555,1219,55276,2908,1500,67255,319,5878,4027,30707,4312,68358,5782,2819,1036,7156,4144,162,4327,6380,110,930,63082,112552,5013,1387,4306,1272,4881,109374,76251,8132,40819,1235,69844,86882,2186,6170,2633,971,49530,6993,3578,800,942,1254,1224,3543,1264,1957,81845,36,8154,920,46578,1257,26614,8228,1265,1232,921,79357,86504,1147,162414,2729,1189,6440,1199,892,47610
epoch_3,uid_166868,2542,1228,1259,356,164179,40819,446,2318,82459,3317,924,940,1197,1278,6957,4995,2905,47,112852,34437,48394,1303,1214,750,2020,71535,4378,79357,2686,457,2908,7137,84152,1212,4881,1288,1147,4641,48738,2336,115617,1206,49272,2268,8645,2791,109374,290,6787,31410,2644,68954,3095,1084,903,1610,1090,7327,132424,3265,4144,6,55290,8132,2391,971,114935,5292,2788,1210
epoch_4,uid_128088,5147,79132,3429,938,2726,38061,3148,2599,52281,4037,1291,101864,8645,1288,914,104069,1216,5292,1254,3629,8132,58803,112183,6957,3037,109487,1,2542,7256,64839,446,7099,6170,40826,2819,7445,1884,55276,2183,58,6993,71535,4105,79357,88810,89492,1960,116797,6502,933,1225,80489,4102,73,4902,1845,115617,5060,1929,3362,2920,5989,6552,5890,91529,72226,2991,3507,4880,3741
epoch_4,uid_267455,162414,1224,1257,1246,1466,1845,3578,7323,5690,32,6957,84152,72641,165549,2249,3061,112552,116797,3911,91529,98491,4144,8638,3507,1298,1220,7327,4262,3949,920,2761,3551,1953,74324,6502,6380,86347,110,1963,6187,3629,47610,3741,965,30749,246,589,80489,1216,6807,2502,3246,1929,1249,2726,6440,1189,69481,96829,4326,150,81591,1,3581,17,150548,1610,1223,3462,2633
epoch_4,uid_73381,71535,1224,44199,51255,2318,2288,1845,152081,1957,1298,81845,5225,7156,48043,6170,1214,162,1960,5782,5989,911,6440,52281,7649,108932,73,741,1945,106100,7327,5103,6187,80489,2618,3037,457,2336,5690,1238,91542,3552,112852,1952,3536,1292,59026,8228,44195,78499,2859,954,1282,34437,6993,921,3476,4720,59387,7209,1235,6380,4378,150548,55276,249,3198,6807,69481,1961,6
epoch_4,uid_117628,1224,82459,778,6957,162414,152081,1267,1245,4144,2186,2686,1682,1957,7361,1246,508,48738,2791,50872,1945,5989,3677,1845,3681,6380,122886,7327,97938,59026,7649,6,31658,1960,4014,965,109487,1084,720,7482,2795,2731,916,907,115713,1961,4902,2268,1220,1235,34437,6993,2917,1218,1298,7160,971,26614,1227,921,8638,915,6377,1252,954,926,914,935,1171,3551,307
epoch_4,uid_21453,162414,265,356,48738,116797,3507,122886,2028,59387,741,53519,3246,152081,1224,1374,5690,1845,1265,82459,5782,2761,55290,2917,5989,3897,1264,8253,3148,3741,2731,55820,4720,920,4880,8228,3362,52281,45081,49530,508,91529,5103,4103,6502,1218,8961,7327,76093,150,1147,1957,85774,4967,80489,115713,1252,97938,112852,7160,6380,72641,1682,69481,3462,61240,55276,307,246,1084,3307
epoch_4,uid_229622,73,902,1270,150,106916,1845,5013,112852,1298,3677,3578,1957,44191,5989,954,6957,1945,152081,3307,122886,4037,1189,4327,71535,1797,52281,5690,921,3462,971,5782,969,44199,3468,2863,1500,1254,7649,3421,1104,1961,3037,3252,951,47610,2467,2249,7460,2288,2633,55290,53519,84152,8645,45081,48774,1704,265,1301,2857,1069,101,965,8638,1199,5292,1954,89492,3470,3476
epoch_4,uid_167368,91529,152081,1218,5971,52281,800,3897,162414,1079,922,4967,2249,6296,2791,1185,162,71535,4251,63876,508,6104,6170,5690,4105,555,2183,108932,61240,112552,907,2761,2186,1267,497,3910,3681,2502,3148,48043,94959,4144,72226,72641,1147,104374,2731,1374,1952,1968,47610,1086,954,88810,246,8253,1131,2160,942,965,475,7072,61236,55276,106100,80489,1235,2005,95654,1238,720
epoch_4,uid_21772,3007,2918,4226,2300,1500,5147,111,5954,84152,1704,6062,34437,150548,1080,3468,1247,4014,1084,3246,3265,2010,4144,5782,6380,965,116797,6993,162,91529,8645,720,4262,2761,1682,63876,1232,1189,3037,5225,152081,2917,356,7327,6016,2843,72641,48738,1147,1280,907,7256,55276,1394,8132,1252,1238,1090,3095,1246,1387,7323,5890,122886,3362,457,475,50068,246,3462,1249
epoch_4,uid_176555,446,1719,3581,3429,3317,6,4037,47,5971,54259,1218,922,3265,2300,1298,51255,508,2144,951,1949,2920,27878,5060,3910,165549,1077,177593,969,1084,3470,7063,1194,7147,2005,108932,497,2288,1171,112852,1238,1884,2726,80489,2413,6104,55290,8638,8961,6893,965,1963,2863,1066,3252,1953,1270,3677,72641,30749,907,1090,34437,2761,115713,4902,905,52281,3916,911,246
epoch_4,uid_166868,152081,5225,162414,7361,97938,111,72641,3681,6350,3476,4037,92259,4327,954,1224,5989,916,67255,3996,599,1189,1252,80489,30707,31658,6993,922,55442,3037,2917,1079,47610,94959,951,3421,2761,26662,1254,2249,44199,8154,8253,6104,5690,3551,955,921,6807,3536,7160,64839,246,1682,122886,165549,4967,3246,497,3677,2010,1929,994,65261,1235,969,265,177593,63876,3910,4262
epoch_5,uid_128088,1232,138036,1244,78499,4995,106100,60069,1238,40819,5225,7649,1280,94959,921,1963,2502,2144,8638,7137,33154,73017,1931,2064,1199,1729,26614,8604,1797,2511,4754,30707,3147,5013,1263,1185,49530,88125,3949,4407,1189,246,911,223,549,48394,1188,1961,2657,2664,1610,922,1266,57504,93510,1125,69844,135887,6062,88129,2731,7361,482,3916,108932,2160,3100,177765,6942,3271,1466
epoch_5,uid_267455,122886,4902,3548,45081,3307,61240,1288,954,89492,112852,3198,2357,106918,1244,48043,2857,88810,29,5673,8253,8370,2064,2917,59387,1226,3677,971,117533,3148,3362,7649,6987,1952,6283,2144,52281,8254,27317,71462,1954,3545,33154,1227,63082,2797,8910,907,2467,1797,3671,6787,7027,4720,942,1340,935,2664,2997,4016,1272,1253,91658,1171,2599,6711,1960,48774,8879,3552,6242
epoch_5,uid_73381,1682,356,5292,3265,3307,2920,4262,45081,53519,2020,3548,1171,1080,3910,3581,4251,955,8370,907,2249,3246,2761,914,72641,97304,2729,720,5890,4902,3677,246,2731,5954,6874,1150,33154,1265,800,3629,48774,262,1954,46578,7063,99114,74324,61236,6502,106918,4967,8638,1216,8950,50068,3671,86347,3545,1252,1299,55820,916,3897,1069,2064,3105,26614,1280,1084,5421,45950
epoch_5,uid_117628,589,55820,1036,94959,8645,5690,71535,1625,3916,955,76093,68954,162,3548,3462,72641,57669,112852,86347,2288,5673,1610,942,89492,55276,48043,6350,1466,3910,46578,27878,106100,3198,1527,2997,2644,45081,1104,1929,48394,30749,4378,2732,4262,8228,3476,4326,1249,1238,73017,3007,1292,150,117533,2312,106918,1272,8961,6104,61236,98491,3959,29,50685,101864,2761,115617,1340,4880,3507
epoch_5,uid_21453,47,1212,921,2183,971,2502,5225,117533,88810,26614,57669,7323,7482,4902,3037,935,907,2729,3252,81845,6552,3198,4014,3671,1960,34437,5060,8638,3677,92259,1797,1266,1929,1223,69844,1729,6,3476,1226,5890,29,8370,86347,79185,1610,33154,50872,2859,94959,4378,6062,4105,3083,1466,1280,44665,223,6299,1288,6377,1104,1235,1238,589,915,55052,1884,48043,1953,1227
epoch_5,uid_229622,63876,307,5147,1953,3581,2729,31658,88810,1226,2336,6170,86347,6104,6,26614,97304,4103,8910,4880,72641,2501,1272,2997,3007,1960,7137,80489,907,81845,6440,1266,3198,165549,34437,2183,8370,106918,3100,29,4014,3740,4262,3148,262,2920,1244,98491,4251,745,5954,4967,6242,7361,30749,1066,2144,3741,915,935,2360,2731,5060,6502,1682,2359,166643,3362,1171,4378,85774
epoch_5,uid_167368,8645,1960,2028,3246,223,6993,50872,1261,89745,3551,2268,5954,115713,1953,3671,8370,969,51255,4880,1084,127098,33154,46578,1226,1884,8910,3959,4902,1104,911,920,6218,1653,7063,935,112852,104944,6062,27878,59387,3507,99114,3362,33794,3061,85774,79185,1963,906,955,7256,117533,76251,45950,1249,6270,80906,1069,5903,2795,6942,1280,5989,45081,2467,4963,1845,165549,3198,3548
epoch_5,uid_21772,106100,4037,79357,3507,307,55820,3421,80489,57669,942,8370,3476,1244,32,6807,3581,106918,2997,1079,1226,1960,8910,4103,1963,3252,262,117533,1194,5989,2920,7147,3959,1929,6170,1527,6773,5673,52281,1797,1066,1931,3548,1171,59026,177593,2064,1945,6187,17,51255,2664,92259,2357,50685,4105,2194,3671,2467,935,7649,3148,1253,1653,2726,3061,2288,7482,29,48043,8638
epoch_5,uid_176555,5147,63876,3198,2692,307,1266,94959,1079,4103,1394,152081,2917,6502,4880,475,31410,1,5890,3307,106918,6874,29,2859,3100,7137,2951,78499,1244,5690,4995,2336,2732,4886,4873,6283,7256,5673,2686,39292,8253,8798,31658,2918,2857,6711,81834,3037,3741,2391,914,2249,106100,7209,3551,947,3476,73017,1967,150548,64839,101,935,8874,4378,7327,6242,57669,262,3148,2745
epoch_5,uid_166868,2843,907,115713,3581,1218,1957,55276,45081,59026,942,1244,3307,4251,3462,1267,1245,48043,106100,1249,88810,1226,3100,1960,91529,27878,83134,1238,3548,920,4880,52281,1199,6942,5812,2918,1223,337,57669,16,101,117533,76093,4103,965,1963,2731,2857,1945,50685,6380,6187,3362,1080,3959,7063,89745,80906,2502,5673,69481,78499,73017,5954,1704,2312,2467,3198,74324,55052,104374
epoch_6,uid_128088,608,1206,52241,3384,29,163134,30749,17,85774,81591,165549,101,27878,1282,112852,3360,5903,58425,1235,3152,5782,1131,6218,1663,2288,114935,54999,98491,262,5673,117438,50068,1299,7802,91658,2729,1090,51091,1226,34437,3083,76093,1365,1527,5954,2360,117533,8014,4873,7123,2312,27317,851,89745,97304,3470,3481,4422,4034,74324,955,2618,6870,71462,25834,68073,3819,7833,3062,63876
epoch_6,uid_267455,3897,7209,2795,115713,1280,4102,6874,1301,2732,1968,4378,163134,2360,4014,4105,44195,2020,1238,79185,85774,2745,5890,6003,59026,7482,2413,2731,40826,2859,61236,262,104913,906,104069,50068,1365,2739,2312,1449,905,85414,1125,54997,213,7206,50685,938,99114,6296,2511,555,1178,5954,1641,3476,7802,5903,1625,497,71579,2076,4880,1111,4422,7256,714,2618,4406,64839,177593
epoch_6,uid_73381,5673,1929,88810,29,3959,1301,48738,942,3007,6242,1527,6957,3551,1227,1953,4873,2726,3462,4103,27317,7263,54259,7160,1210,7482,926,30749,6104,1288,935,115617,2005,1261,1387,57669,4880,4239,33660,6377,3507,83134,2644,91658,32,1610,1196,7438,1466,27878,2948,1104,5060,6270,4102,64839,79185,2745,34153,163134,1340,1291,74727,7256,2997,3100,4016,497,177593,101864,1125
