,,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10,top_11,top_12,top_13,top_14,top_15
epoch_0,uid_160935,527,318,246,1203,5690,50,1172,2959,1213,2028,858,913,3000,1233,1260
epoch_0,uid_274331,318,1221,7090,50,1225,593,858,293,3435,246,2571,1172,1217,1213,5690
epoch_0,uid_224142,246,858,1221,593,2395,50,1148,5690,318,92259,1178,1201,2804,1193,296
epoch_0,uid_4041,318,913,4973,3435,5992,1203,3471,246,593,1178,47,2959,912,5971,1272
epoch_0,uid_7603,5618,1178,1221,7099,6016,1225,4973,8983,82,1208,6787,5690,1617,1625,1172
epoch_0,uid_126163,5690,3435,1234,750,1208,1213,92259,246,1230,3000,2731,922,1178,165551,44555
epoch_0,uid_105706,260,3114,7099,5690,1358,100714,2318,50,909,1147,27773,1228,2716,318,2208
epoch_0,uid_38615,1276,527,1172,1233,3000,1178,3089,1203,1225,3671,6283,1217,7090,31658,913
epoch_0,uid_97303,246,913,750,1178,3435,318,3089,5618,858,1196,527,1252,260,1617,2858
epoch_0,uid_154152,3435,79132,913,5147,1252,5618,246,1617,1213,1221,71033,7099,260,1210,5992
epoch_0,uid_205405,541,858,7156,50,1212,909,2804,318,2959,1225,1252,741,2395,5690,142488
epoch_0,uid_176615,913,1090,246,6016,7156,3435,293,911,1704,26662,318,1252,7090,2186,1625
epoch_0,uid_91086,922,1945,246,908,1219,916,1203,50,1252,2019,608,2918,1233,2804,1921
epoch_0,uid_235778,246,5618,7099,1217,858,1225,3435,7361,31658,527,1199,165551,2959,3677,3000
epoch_0,uid_143539,1276,1225,246,7156,922,318,50,1172,858,904,913,903,1193,296,909
epoch_0,uid_24501,318,1178,3435,913,50,246,1193,1276,593,1203,4973,1213,750,527,2571
