,,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10,top_11,top_12,top_13,top_14,top_15
epoch_0,uid_117610,5618,5515,3275,79132,3741,91630,102666,3429,2917,7560,3100,7063,109374,2248,30749
epoch_0,uid_265869,904,1203,1211,48516,930,912,908,1201,4848,356,50,306,2019,750,44555
epoch_0,uid_199247,908,4973,919,1203,2019,904,1212,5995,1211,3030,293,49272,1233,912,922
epoch_0,uid_128947,1197,904,541,750,2019,2908,1278,912,4641,2289,50,1136,4848,1237,1201
epoch_0,uid_194844,2858,1136,296,858,4973,1221,904,1197,1208,1172,1193,1203,1276,1201,1211
epoch_0,uid_58100,2132,908,318,2324,1264,593,1198,1203,858,4011,1193,1225,4993,1136,1228
epoch_0,uid_131556,1207,908,919,318,1203,2858,79132,1276,1211,2132,858,608,3022,3435,912
epoch_0,uid_167980,296,50,858,1148,1203,908,1136,1193,1234,318,923,3000,2019,904,4014
epoch_0,uid_205977,5995,2571,4993,79132,1189,306,5291,2186,1234,2959,4027,215,55820,3578,1259
epoch_0,uid_99817,2324,50,318,912,1259,2329,60069,1276,7153,858,904,79357,33166,1203,1304
epoch_0,uid_16287,1193,79132,1258,1207,858,1203,3000,4973,2019,910,541,1172,3435,908,1233
epoch_0,uid_192124,50,924,1260,4973,318,5291,306,1257,1172,953,3578,34405,6016,1193,112552
epoch_0,uid_176713,1203,318,1276,1193,541,1136,912,1172,2959,4848,910,79132,3429,2858,1258
epoch_0,uid_130144,2762,1203,858,1207,1234,908,79132,2019,1172,3000,2571,1276,2959,4993,7153
epoch_0,uid_132969,3089,5618,79132,608,1281,56782,7090,1259,112552,1234,2959,1230,1304,5995,1172
epoch_0,uid_271816,4973,1203,1278,900,1193,50,1207,508,1198,858,1234,1256,2019,1172,1136
epoch_0,uid_95564,1207,900,134130,908,3022,3435,2019,1233,904,2329,34405,5618,1203,1234,260
epoch_0,uid_28131,260,1198,1203,2019,1276,1036,858,1214,930,904,1136,50,1617,912,318
epoch_0,uid_143440,318,912,68237,908,3147,5618,2019,2542,4973,2804,1304,904,899,109487,67255
epoch_0,uid_208322,318,858,1193,1136,1260,50,908,2019,1201,306,296,3000,4973,1207,1230
epoch_0,uid_75400,3252,79132,1234,48516,2542,356,8253,110,55247,2843,1232,950,27660,152081,904
epoch_0,uid_1049,1207,912,1250,904,1203,1276,2019,541,908,750,3030,1234,1256,4848,2959
epoch_0,uid_112436,5618,1172,902,900,50,953,56782,952,3730,2132,45081,1207,6863,49272,74324
epoch_0,uid_150562,50,3000,858,4973,741,541,1258,1203,904,1204,1260,164179,900,1208,1207
epoch_0,uid_214234,593,318,1234,2019,1198,1258,1193,3000,4973,1172,1203,899,4993,858,3147
epoch_0,uid_238979,1203,50,1276,2019,306,912,904,678,1719,910,1237,900,902,1234,1136
epoch_0,uid_101768,858,1203,1233,1198,2329,1260,318,4848,2571,2019,2542,778,1136,904,930
epoch_0,uid_82109,2329,593,2761,858,1172,50,1203,4973,953,296,1293,900,1209,5291,4312
epoch_0,uid_20804,1207,1233,541,1136,908,2019,5618,903,1203,904,1250,930,2329,50,899
epoch_0,uid_10839,541,5291,5618,3030,2019,306,1260,1172,2542,4878,1233,1089,1193,4848,4641
epoch_0,uid_206194,1136,1276,5618,1234,750,3000,1214,1203,1204,1263,2692,1211,2019,1221,858
epoch_0,uid_187884,318,50,2019,1203,3000,1136,2329,1193,1207,2542,527,2324,1234,858,3030
epoch_0,uid_165585,1203,318,50,2019,5618,541,903,33166,908,1207,3030,5291,1193,919,912
epoch_0,uid_76559,1193,912,858,527,3996,541,1207,1276,1211,2858,1148,745,1136,1213,1221
epoch_0,uid_89916,2019,1276,50,1256,5291,2324,1203,3030,3000,306,1233,930,1228,899,1260
epoch_0,uid_200726,318,1250,2019,1203,1193,1207,908,1262,5291,44191,1198,904,3730,593,306
epoch_0,uid_244,318,50,79132,1193,1207,904,541,6016,858,1196,215,5291,1136,2019,260
epoch_0,uid_220558,2324,608,2542,4848,1207,7156,1446,306,215,904,67255,919,6016,1209,59387
epoch_0,uid_250894,1203,1276,2324,912,904,953,1207,908,750,2329,2019,903,2858,4848,1193
epoch_0,uid_169755,5618,50,2804,904,33166,908,1193,2019,1225,1233,720,2571,2132,1220,2289
epoch_0,uid_5275,541,750,904,908,44555,1203,3147,1207,318,2571,7153,1262,4973,3030,527
epoch_0,uid_275947,1203,1276,4973,858,7153,44555,1250,912,58559,1247,2959,1256,900,3030,5995
epoch_0,uid_75629,665,95654,86504,109374,27846,1269,1256,446,910,1104,899,76093,940,1212,1211
epoch_0,uid_114724,318,2959,903,1196,1203,50,79132,2571,1276,2019,1200,1193,2329,260,527
epoch_0,uid_33249,1203,2019,1233,1136,904,318,3000,5995,306,5618,1193,3578,34405,1204,858
epoch_0,uid_247668,306,2019,908,1203,1193,541,2677,50,858,1198,593,142488,2324,260,5291
epoch_0,uid_194125,2542,2762,3275,306,2918,1276,2657,293,1259,4973,5291,215,1272,2324,44555
epoch_0,uid_63080,50,1203,1196,750,2019,1201,1148,1136,904,541,296,1222,1250,1198,3996
epoch_0,uid_69627,4973,1203,1237,924,44555,1221,858,4011,2571,1225,134130,1193,3030,2019,899
epoch_0,uid_30888,1211,5971,908,1228,2324,4011,26662,678,3000,1250,913,953,1617,2791,2542
epoch_0,uid_71789,912,2324,2019,541,904,1203,1198,720,1256,2132,1250,50,1211,1193,1228
epoch_0,uid_101100,296,858,3030,50,593,1276,4993,2019,1203,7090,5618,1201,541,1193,1214
epoch_0,uid_197753,900,364,318,48516,2791,1211,6016,912,1201,1193,588,4973,115617,5878,50
epoch_0,uid_78389,1203,2019,1276,2324,904,930,750,44555,1234,1148,2289,2959,923,6,1211
epoch_0,uid_89665,1203,318,1256,4973,4848,1278,858,38061,593,2132,2019,1207,50,7153,2858
epoch_0,uid_78821,50,318,541,5618,1203,1228,1208,1204,1250,593,33166,1193,1276,2019,1214
epoch_0,uid_236194,900,904,1214,44555,1263,1230,3435,3022,1250,34405,1260,1234,3198,1233,2908
epoch_0,uid_82050,1136,858,4973,913,1223,1201,1172,2289,1204,3581,5618,5995,1237,1221,1281
epoch_0,uid_196953,5618,1276,912,48516,541,1237,68237,1283,930,1884,55247,73,3503,1233,1250
epoch_0,uid_22821,908,1207,3000,1203,1276,778,2019,5618,2132,1211,904,1208,3022,1250,912
epoch_0,uid_81822,1203,1276,1250,2329,1234,44555,903,2324,912,1209,4848,908,750,1207,1259
epoch_0,uid_64366,5225,1256,1203,1262,1237,912,1281,1206,1172,900,4973,1198,2019,1204,908
epoch_0,uid_190418,912,1250,913,1197,1262,1237,904,1719,2677,1244,1201,5291,1207,7090,162414
epoch_0,uid_246021,858,1221,1203,2019,899,1276,1210,34405,1204,1193,924,2132,318,1208,1732
epoch_0,uid_91885,318,50,47,858,4993,4973,908,2542,3000,2571,7153,1250,2329,1293,904
epoch_0,uid_212531,1136,1276,2324,1250,750,1203,7153,50,2019,2959,1198,904,4011,2132,541
epoch_0,uid_130761,50,318,1234,1276,215,1259,1250,5618,858,1617,1203,48516,4993,1208,296
epoch_0,uid_52391,1203,908,1262,2542,1193,2019,1204,3000,1234,2324,5618,1213,296,50,2571
epoch_0,uid_267242,608,1193,904,2019,1136,1250,1233,2324,1276,5618,55247,1256,111,541,527
epoch_0,uid_264440,1276,2028,2959,858,1196,260,2858,541,1136,2019,908,745,2329,750,1234
epoch_0,uid_113299,1237,1207,1214,912,900,1203,904,1198,2289,1089,1234,3020,1148,2329,1211
epoch_0,uid_87939,1203,3000,4848,2542,4973,904,908,2019,2132,1207,1278,3508,5995,318,68237
epoch_0,uid_277092,318,1089,593,1193,1203,912,1237,1276,6350,919,2019,1262,1197,750,1250
epoch_0,uid_239551,1234,1203,318,1276,858,2019,5952,79132,1172,4993,109374,7090,50,2132,1208
epoch_0,uid_182815,908,1203,1256,2019,904,1276,1208,306,50,5291,1250,1193,48516,1262,1204
epoch_0,uid_254394,2019,5618,1203,1136,50,1196,2959,2324,1200,1208,1732,1276,1234,1089,1193
epoch_0,uid_269446,2132,1233,5291,924,1204,858,3435,1276,904,1291,4848,50,1250,5135,1264
epoch_0,uid_146366,1136,904,2329,318,1276,260,1196,1203,2858,48516,541,4973,1617,2959,2019
epoch_0,uid_88729,912,1203,5618,904,3000,2019,2324,56782,1250,1260,2804,1211,858,1237,541
epoch_1,uid_128088,2132,953,940,1260,1257,1172,3307,56782,1283,5291,1446,541,2300,2186,1237
epoch_1,uid_267455,1233,900,1250,3435,1207,1260,1283,1234,1500,55247,665,48516,134130,2132,1304
epoch_1,uid_73381,2542,2019,1260,1233,50,1234,1283,5618,1089,3435,2819,5291,1211,44555,3030
epoch_1,uid_117628,1250,5291,1276,1234,50,1211,1201,3435,541,1237,1283,750,1209,3030,923
epoch_1,uid_21453,858,1201,1207,4973,1237,5291,5618,4011,1211,1204,293,1193,1208,541,1172
epoch_1,uid_229622,318,1237,2571,904,908,4848,1172,858,1207,953,7090,903,1136,296,1221
epoch_1,uid_167368,79132,4993,1214,1259,5291,2959,1221,7153,1089,318,3030,908,4848,858,665
epoch_1,uid_21772,1237,50,79132,1230,1211,1213,5291,1204,908,5618,3022,4973,1257,1136,1208
epoch_1,uid_176555,541,5618,2571,1237,1234,2132,1136,750,3730,1225,109374,2019,900,56782,2329
epoch_1,uid_166868,4848,306,1211,1136,4993,2692,5291,1283,1210,1204,44555,750,912,60069,1262
epoch_1,uid_51695,1197,1193,1207,3578,1203,4993,2959,1291,5952,1172,1446,904,2329,900,1209
epoch_1,uid_282217,1203,1207,1211,930,5291,1206,2858,541,4848,908,1234,3435,1148,3020,72641
epoch_1,uid_188391,318,1211,1203,2959,593,1197,1276,5618,6016,1260,3435,2019,1283,1234,900
epoch_1,uid_246431,1211,50,1172,44555,1217,1704,3435,2019,306,1193,55442,1208,1201,2132,2804
epoch_1,uid_92775,1214,1262,4848,858,44555,60069,1172,2028,260,2571,5291,3435,1136,910,541
epoch_1,uid_221239,912,1212,1172,3022,913,541,750,3000,60069,908,4973,1237,3949,2571,1213
epoch_1,uid_148267,1211,2858,953,2571,296,1234,3949,527,912,86882,1172,2843,55247,858,1304
epoch_1,uid_26118,1203,1211,260,4848,2132,899,733,904,1293,109487,1228,1217,8604,1237,908
epoch_1,uid_175652,1196,306,1198,1258,1213,4848,1221,1250,2329,2959,1262,1203,1237,1264,2186
epoch_1,uid_120855,1148,1204,902,5971,940,3730,6620,8684,32,50685,913,52973,2366,3435,4235
epoch_1,uid_99370,5618,1213,1211,1198,1204,1196,1136,541,60069,593,1148,48780,50,1293,3435
epoch_1,uid_117610,164179,3030,1211,1228,3000,2324,68237,930,971,665,2300,745,8154,2686,84152
epoch_1,uid_265869,1136,1207,858,5618,2959,1276,4973,1148,541,2324,665,1221,900,1197,1172
epoch_1,uid_199247,5618,79132,2324,2132,7090,950,44555,678,3429,899,8132,3000,5291,665,1219
epoch_1,uid_128947,1719,1221,1207,7090,908,1148,5618,3000,858,1276,2324,1260,2791,4993,306
epoch_1,uid_194844,50,2324,5618,1250,111,318,1212,912,2804,1234,1262,909,5225,33166,1222
epoch_1,uid_58100,1197,1196,1260,904,1291,260,50,1256,912,1233,1250,1211,49272,900,1221
epoch_1,uid_131556,1221,1256,2324,2019,5618,68237,1259,7156,950,2791,1304,55247,665,902,1209
epoch_1,uid_167980,912,899,1211,5618,2858,2329,4848,2571,306,3435,1196,1207,1198,1208,2132
epoch_1,uid_205977,1136,1193,1262,1237,2019,912,4641,1221,1201,2132,58559,541,1291,1214,908
epoch_1,uid_99817,2858,1211,2571,1237,1197,1233,296,109487,7090,2959,1260,5291,953,2019,950
epoch_1,uid_16287,1204,1197,1136,1237,1221,2132,912,1276,2959,1201,5618,1250,5225,900,7090
epoch_1,uid_192124,858,1234,3030,1276,1203,56782,908,904,2324,2019,79132,2692,1617,134130,527
epoch_1,uid_176713,2019,1196,3435,858,3089,904,593,50,3000,1207,2132,1264,2324,319,1210
epoch_1,uid_130144,2858,1211,318,1206,4973,1304,306,2918,1283,3020,2542,1209,1262,2324,4878
epoch_1,uid_132969,908,1207,319,904,912,1204,53519,3000,4973,1258,50,3022,3508,903,1250
epoch_1,uid_271816,527,5618,1260,56782,2132,908,1233,79132,3030,3996,2959,608,1237,318,899
epoch_1,uid_95564,1260,1237,3030,1250,2324,912,5952,1200,2959,1617,527,1276,7153,1036,1197
epoch_1,uid_28131,1250,4848,1278,1148,60069,3030,1211,5291,1207,908,1193,306,1172,2542,1234
epoch_1,uid_143440,1211,1203,5952,7153,296,527,79132,1196,2571,1233,1262,1949,1293,50,1283
epoch_1,uid_208322,1203,1172,1211,5618,900,4878,4848,1237,5971,1276,1283,1304,541,778,912
epoch_1,uid_75400,86504,3683,33166,40819,678,54259,1089,3020,556,3265,800,3022,7072,909,930
epoch_1,uid_1049,1211,5618,318,3435,296,50,2858,1198,858,1204,260,1136,1172,1228,1233
epoch_1,uid_112436,58559,4973,1203,2329,318,48516,778,1211,7361,3252,930,5995,6016,4011,5971
epoch_1,uid_150562,4848,5618,750,2908,3476,1960,1214,3030,3730,3022,2132,1250,908,1276,306
epoch_1,uid_214234,1250,1211,1148,2959,5291,1230,1204,4848,7090,1036,260,34405,1207,1196,3020
epoch_1,uid_238979,1211,3000,1148,5618,1197,923,4878,908,2959,593,541,1256,1204,5971,3949
epoch_1,uid_101768,1237,50,1172,1222,3435,306,48516,903,4878,908,541,55820,58559,1079,1266
epoch_1,uid_82109,1276,1260,1258,1237,1233,1617,6016,2804,1211,3022,4226,913,306,4878,48516
epoch_1,uid_20804,2858,1211,5291,1228,1276,4848,2905,7153,913,3030,2324,1304,1172,2132,2300
epoch_1,uid_10839,1211,1276,1203,904,3435,1256,1207,2324,1234,44555,903,750,2132,953,908
epoch_1,uid_206194,50,930,1219,1172,1256,3677,3435,1250,899,922,3468,1217,2819,3996,3265
epoch_1,uid_187884,2959,5618,3435,904,1211,4973,1258,1250,47,908,903,1617,1198,446,912
epoch_1,uid_165585,1172,904,1136,913,1234,1263,1250,1197,1211,899,1276,527,2329,953,3022
epoch_1,uid_76559,5618,91529,3435,1214,6874,47,778,913,1732,7156,922,4027,7438,1189,4848
epoch_1,uid_89916,2132,3435,1237,1172,109487,950,4848,1148,2186,56782,68237,1245,34405,527,55290
epoch_1,uid_200726,4993,4848,1276,2132,1204,2762,4878,5952,1210,2571,260,3030,1200,1211,4011
epoch_1,uid_244,1211,1276,1203,2571,134130,1250,593,4993,3000,7153,306,527,1234,2132,1233
epoch_1,uid_220558,778,1204,56782,858,912,952,142488,1213,290,3429,1276,1947,88810,1293,475
epoch_1,uid_250894,50,900,1260,2132,930,1617,899,1250,5291,1228,1262,1211,3134,2804,1197
epoch_1,uid_169755,318,593,1208,7090,1148,750,1203,3000,1136,3730,1228,1204,106916,1276,1036
epoch_1,uid_5275,858,2019,1211,296,4993,5618,4848,1222,306,50,2329,5291,3435,1237,1260
epoch_1,uid_275947,1211,3435,2019,5291,1234,1225,2761,142488,2324,1237,3022,954,2843,3949,1209
epoch_1,uid_75629,1260,2132,1237,88810,1272,1274,900,2843,952,7460,63808,950,60950,307,4373
epoch_1,uid_114724,7090,900,1211,908,1262,912,858,950,910,904,48516,1256,1304,86882,3030
epoch_1,uid_33249,1207,1172,3435,2959,2571,1221,7090,908,2132,2329,912,1276,260,1250,50
epoch_1,uid_247668,318,1276,1234,1260,1172,608,1237,1211,1233,3435,1262,1201,5618,1200,2918
epoch_1,uid_194125,1233,5995,1237,1270,480,3740,4878,1211,4848,6350,1204,48780,223,2019,162
epoch_1,uid_63080,4848,1234,908,48516,912,1172,3435,903,260,527,2542,1230,1276,73,3022
epoch_1,uid_69627,900,1197,1250,2324,1228,4848,5952,1136,665,306,7090,1211,5618,1204,4226
epoch_1,uid_30888,2959,2858,50,1276,904,541,1237,44555,1260,1222,5618,1203,3022,1446,47
epoch_1,uid_71789,1234,1237,3030,1260,945,5291,953,318,908,2918,2686,1276,2329,71535,3435
epoch_1,uid_101100,1211,1204,904,912,908,2132,1036,5291,86882,2289,2858,950,68237,293,750
epoch_1,uid_197753,1276,3030,7153,2324,5952,5291,1260,4993,71535,3089,99114,40819,908,2289,2843
epoch_1,uid_78389,1262,3030,260,1250,593,2692,912,5291,1293,1204,1214,306,2132,858,908
epoch_1,uid_89665,2324,5618,2959,541,306,5291,1193,778,908,1211,665,904,3089,1089,44555
epoch_1,uid_78821,260,2959,2542,858,1207,904,48516,1293,1260,1196,1291,3000,4226,912,900
epoch_1,uid_236194,2019,1148,1203,2132,48738,915,899,2804,55247,947,898,1281,7090,1211,4105
epoch_1,uid_82050,1207,2804,527,908,2692,2132,50,912,1211,904,3429,1250,1258,1719,899
epoch_1,uid_196953,1221,750,2186,1207,903,858,2019,3089,922,608,5291,50,1288,1203,908
epoch_1,uid_22821,950,1172,1197,2329,58559,50,2324,1234,1256,3147,3435,44555,903,55247,920
epoch_1,uid_81822,50,3435,1211,1197,109487,7090,34405,665,68237,1221,2132,1304,1233,3022,1193
epoch_1,uid_64366,1250,5291,134130,1228,5995,50,1617,55820,902,2132,2329,1222,3000,1260,109487
epoch_1,uid_190418,1204,1233,1276,1234,68237,56782,1211,678,1298,2132,3030,665,1293,1304,142488
epoch_1,uid_246021,1196,7153,260,1207,908,1222,7090,150,1262,38061,541,1211,1172,2863,678
epoch_1,uid_91885,1276,1237,527,2959,1221,1203,593,1211,1136,306,1172,2804,2858,1209,750
epoch_1,uid_212531,593,306,1259,5618,908,1234,912,923,1089,265,5291,910,318,4848,68237
epoch_1,uid_130761,1211,2542,2329,2019,3022,5291,1193,1237,3949,924,6957,2858,109487,1136,293
epoch_1,uid_52391,903,904,3996,750,1732,1256,2186,4027,4973,541,3435,1237,912,1219,1283
epoch_1,uid_267242,1211,1172,44555,910,2908,3435,950,3030,1260,2132,1207,1148,1203,2571,1283
epoch_1,uid_264440,109487,1211,296,1193,593,111,1210,2804,134130,4993,2692,1225,1200,34405,1256
epoch_1,uid_113299,858,1136,1276,1204,260,2132,2571,2908,296,3435,924,1172,608,750,7090
epoch_1,uid_87939,5618,2959,912,1211,44555,1256,3435,541,296,3030,1304,1233,950,3089,4011
epoch_1,uid_277092,904,4848,79132,1207,306,527,1260,858,1211,1949,1198,1172,1213,1304,2329
epoch_1,uid_239551,3000,1211,541,750,5618,2542,4848,2804,1207,908,1237,306,1228,1204,899
epoch_1,uid_182815,1211,318,1228,2324,2804,2132,79132,5618,899,1234,3030,665,2329,1260,527
epoch_1,uid_254394,1211,908,1262,44555,912,1256,3683,1250,904,1198,1225,5291,2329,910,2858
epoch_1,uid_269446,1230,162414,1201,3030,5505,68237,5013,665,265,1104,2686,1148,3503,6016,1185
epoch_1,uid_146366,50,5618,1148,1237,5291,296,1204,3000,2324,4848,593,306,1197,858,912
epoch_1,uid_88729,7153,318,50,5952,908,4993,2186,1209,1276,2329,60069,5291,678,1193,750
epoch_2,uid_128088,260,112852,134130,950,4848,2692,3030,1276,1209,1204,2791,142488,1653,79132,50068
epoch_2,uid_267455,1204,1201,3030,1172,5291,1193,56782,858,2324,1228,908,1256,3730,4011,1214
epoch_2,uid_73381,1172,665,608,903,34405,68237,899,1148,3022,923,7090,778,79132,2132,109487
epoch_2,uid_117628,1207,2132,1198,3730,1256,1204,924,908,2858,900,7090,1233,3022,3429,1247
epoch_2,uid_21453,3022,3435,1203,3030,3089,306,68237,34405,900,1260,908,665,1234,44555,1256
epoch_2,uid_229622,912,3022,3435,1233,2132,5618,1283,2677,68237,541,1211,5291,950,665,1230
epoch_2,uid_167368,3089,1237,7090,3435,1211,1283,1222,1172,1260,2677,4011,1228,56782,1719,3022
epoch_2,uid_21772,3030,1221,1250,904,3435,2132,1222,858,665,1256,1234,902,3317,31410,318
epoch_2,uid_176555,5291,1200,1278,3435,1228,1207,1214,4973,68157,58559,82459,2858,1197,4312,4144
epoch_2,uid_166868,3030,50,3435,913,3022,1256,1234,1233,1260,950,899,134130,2132,922,4878
epoch_2,uid_51695,215,745,3030,3435,1262,2324,541,1211,908,4848,260,1196,1136,1283,1260
epoch_2,uid_282217,7090,1233,4973,1172,899,1262,1237,8132,3030,1228,79132,68237,6,1204,2686
epoch_2,uid_188391,1136,1262,2132,1172,4848,1233,3000,1206,2804,3683,1293,3030,2300,665,58559
epoch_2,uid_246431,541,1198,1617,1237,1148,3996,1206,2010,1281,912,745,1204,3089,3468,4011
epoch_2,uid_92775,4973,48516,2804,919,2542,1237,1206,1283,1217,3429,2858,3022,903,1148,296
epoch_2,uid_221239,318,260,1211,4993,306,5995,7153,5952,3435,5618,1204,1193,1250,1221,2186
epoch_2,uid_148267,1250,665,900,1204,4973,164179,79132,5618,3030,4848,1237,3147,3435,7090,162414
epoch_2,uid_26118,527,44555,5618,3435,1230,1961,4973,109374,3730,7090,1204,5995,4878,5291,940
epoch_2,uid_175652,3435,3000,1276,3030,1211,1228,1260,1207,1233,2918,940,142488,1148,922,162414
epoch_2,uid_120855,953,44555,903,1263,910,1230,1953,1203,54503,900,1276,36529,745,1231,1245
epoch_2,uid_99370,1233,678,1089,1221,1256,1237,1209,306,899,1617,1291,5995,7153,4011,2132
epoch_2,uid_117610,950,5291,3020,142488,52281,6062,1254,68157,900,3022,81591,7048,3949,5878,678
epoch_2,uid_265869,3730,2132,3030,5291,1234,899,1256,2186,1198,1250,1237,1214,1233,1260,38061
epoch_2,uid_199247,1304,3022,900,953,134130,3435,910,750,306,1256,2329,142488,1732,930,945
epoch_2,uid_128947,4011,1233,3022,3435,48516,1193,44555,5291,1256,1228,1204,900,33166,1211,1250
epoch_2,uid_194844,1288,2863,2843,4848,44555,665,446,1617,1466,3022,922,3730,527,3246,902
epoch_2,uid_58100,3435,55247,5291,1234,293,2329,930,527,1207,1213,142488,2019,1257,2762,56782
epoch_2,uid_131556,1172,1260,1148,3730,1250,134130,2028,720,112552,1223,1201,745,5291,2959,2186
epoch_2,uid_167980,541,1221,5952,1233,2959,2324,1197,4993,1210,593,2762,1228,110,3030,1250
epoch_2,uid_205977,904,1260,1250,4848,3435,1211,750,1207,5952,61240,5618,3022,1228,2289,1203
epoch_2,uid_99817,1172,4973,5618,3089,1234,68157,3030,79132,2762,4993,900,58559,34405,3435,1250
epoch_2,uid_16287,48516,1211,7153,142488,2542,3022,4993,945,2804,919,5971,2329,913,1213,1209
epoch_2,uid_192124,593,58559,3022,1256,142488,293,44555,1211,1446,1136,1949,913,1201,1148,678
epoch_2,uid_176713,527,5618,1211,1237,953,1256,1234,3030,5291,1446,3730,1250,3022,7090,950
epoch_2,uid_130144,3730,900,950,1233,904,3435,1260,1197,68237,913,68157,58559,912,3030,4011
epoch_2,uid_132969,900,306,1256,1197,142488,1949,44555,1732,5989,910,2542,665,923,7153,446
epoch_2,uid_271816,1221,3000,47,1276,3022,593,1228,1250,5291,678,1212,912,1201,260,34405
epoch_2,uid_95564,1201,1256,950,1089,1172,50,3000,1148,4011,2542,1304,1732,1246,5291,318
epoch_2,uid_28131,541,1256,5618,1201,3435,4011,3000,2329,34405,1200,1233,2324,5225,1225,1260
epoch_2,uid_143440,3022,1228,720,1256,1237,950,3435,108932,215,4848,48516,4993,1257,5995,1210
epoch_2,uid_208322,5291,665,1293,899,2132,1256,2959,1617,2324,1197,1221,1233,678,48516,593
epoch_2,uid_75400,44555,2791,913,951,30707,3246,106100,68237,4903,3503,4963,953,3000,1131,3435
epoch_2,uid_1049,593,2324,33166,3022,1193,1262,4993,900,3000,1197,2132,919,44555,2289,7153
epoch_2,uid_112436,2677,446,2908,1201,2959,1500,5291,55247,27904,1218,3429,293,134130,2318,4873
epoch_2,uid_150562,5291,665,914,745,1234,903,56782,1209,44555,1262,1281,950,1211,3362,63876
epoch_2,uid_214234,2918,1237,1256,3578,1219,2571,2329,1197,1201,1136,3435,1617,904,1260,2804
epoch_2,uid_238979,296,1250,3030,318,858,2132,1207,4027,2329,3022,4011,1198,4993,2324,33166
epoch_2,uid_101768,750,33166,1276,1148,899,1250,2132,3683,49272,1207,922,3022,2324,665,1278
epoch_2,uid_82109,4848,527,2791,1446,1256,2324,2843,3435,109487,1235,912,215,112552,665,3949
epoch_2,uid_20804,900,306,3022,31410,446,953,3435,665,44555,68237,678,7090,1234,1213,1148
epoch_2,uid_10839,899,7090,50,1228,34405,3730,296,1237,1214,858,1201,318,2329,1209,1198
epoch_2,uid_206194,5995,7153,44555,1262,1193,68157,1237,2324,142488,1228,56782,5952,1617,47,1260
epoch_2,uid_187884,79132,4848,5952,1260,3022,900,1256,260,44555,2289,593,3730,7090,1172,1262
epoch_2,uid_165585,3435,4993,7153,858,44555,950,108932,902,3000,142488,1256,2132,678,1237,4641
epoch_2,uid_76559,900,1089,306,3030,902,1256,903,5291,1719,1200,33166,3429,86882,2132,1260
epoch_2,uid_89916,940,1197,3022,1283,665,952,5618,900,3134,678,4312,2289,1281,1293,67255
epoch_2,uid_200726,1172,5618,49530,1225,750,3435,1209,142488,3089,1265,924,2542,1260,1284,3000
epoch_2,uid_244,2324,910,3435,912,4973,930,1221,1256,665,3022,908,44555,678,1209,5618
epoch_2,uid_220558,2908,1233,527,900,3730,6874,593,3020,1365,45081,1263,1237,1080,2804,1732
epoch_2,uid_250894,3435,1148,3022,858,1237,3730,1172,3000,5618,1234,1222,134130,1204,68237,745
epoch_2,uid_169755,2959,2858,858,1198,1201,296,922,4878,923,6711,1291,2542,1207,1258,92259
