,,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10,top_11,top_12,top_13,top_14,top_15
epoch_1,uid_71789,1234,908,1276,1211,1204,2132,919,1237,1172,3435,1207,527,1148,2324,1256
epoch_1,uid_101100,1211,899,910,1213,527,1245,5618,7153,858,1276,1222,3030,1250,1233,2076
epoch_1,uid_197753,33166,947,930,3030,945,2300,1196,4489,138036,913,2268,2819,260,1234,1270
epoch_1,uid_78389,910,1204,3435,3000,1148,1193,912,1211,79132,5618,1278,4973,3030,44555,2324
epoch_1,uid_89665,3030,527,1237,1233,5618,1250,904,1276,2858,1256,1234,1201,3022,593,1203
epoch_1,uid_78821,318,527,1193,2324,4848,593,50,5291,296,1211,1262,79132,541,908,1136
epoch_1,uid_236194,3683,953,3030,142488,1283,1089,1234,2019,3435,950,1237,5618,1233,1211,44555
epoch_1,uid_82050,912,2132,1214,5995,1172,1204,1193,1136,904,4848,134130,1197,5618,79132,2300
epoch_1,uid_196953,541,1250,296,750,1207,908,608,3030,2571,904,1136,678,1197,912,2076
epoch_1,uid_22821,1204,3435,1203,356,4848,1262,5618,1260,1198,1234,527,1237,858,1233,2132
epoch_1,uid_81822,912,3435,1206,1148,908,1207,1172,1136,910,44555,134130,2132,4973,1233,1949
epoch_1,uid_64366,1148,750,1201,1276,3030,1222,1234,1617,2863,1207,1208,1213,1953,1219,1089
epoch_1,uid_190418,44555,908,1207,912,1250,678,3030,7090,899,904,900,3317,1208,2132,910
epoch_1,uid_246021,1209,1193,904,908,541,2019,3435,1211,3022,745,318,858,1276,1201,3030
epoch_1,uid_91885,1197,1250,778,1245,3030,953,1260,1262,2804,2959,2542,912,1201,1204,904
epoch_1,uid_212531,1201,318,858,1237,593,3435,1276,3730,1204,1193,1172,1214,1293,1211,1207
epoch_1,uid_130761,541,3030,4878,5618,908,1225,1237,1148,1281,1262,3429,1233,745,904,142488
epoch_1,uid_52391,1203,1193,1207,7090,1276,2019,1446,953,1225,1237,527,2132,1036,1258,6016
epoch_1,uid_267242,5618,1256,908,1233,2019,1198,3022,1250,2542,608,1276,1196,527,2329,900
epoch_1,uid_264440,2959,79132,296,2019,4011,1203,1211,2804,910,1276,858,1250,1200,1193,5291
epoch_1,uid_113299,3435,858,1276,3022,1211,1258,3000,4993,1262,1233,7153,910,1221,1209,4973
epoch_1,uid_87939,5291,3435,318,1234,2329,2324,953,3030,1198,910,3022,912,3730,1732,527
epoch_1,uid_277092,750,1148,2132,899,1233,912,745,2324,3435,541,922,971,3022,2804,86504
epoch_1,uid_239551,1207,84152,912,1250,5291,2571,48516,1172,1237,2804,1198,904,142488,58559,1211
epoch_1,uid_182815,750,50,1193,1237,1276,1197,904,3030,1207,2019,1203,3000,910,4973,1262
epoch_1,uid_254394,2858,4993,1211,1233,2019,4878,306,1203,1172,7153,1237,60069,910,5952,1209
epoch_1,uid_269446,1201,7090,1446,8370,1193,2132,6016,3362,593,1217,457,82459,106916,306,6643
epoch_1,uid_146366,306,2132,69844,4973,2959,7090,3022,3581,4993,1211,4848,1206,2804,1258,112552
epoch_1,uid_88729,318,908,1196,1250,1237,912,5291,260,904,2959,1732,3996,898,49272,48516
epoch_2,uid_128088,3022,1446,940,3089,953,1089,3000,4144,109487,3435,1262,800,1211,290,446
epoch_2,uid_267455,924,678,2571,1446,1211,142488,858,4011,4312,2324,1208,1617,3949,50,930
epoch_2,uid_73381,541,50,2324,858,33166,1719,910,44555,68157,1209,1233,68237,2329,1193,2132
epoch_2,uid_117628,593,1237,1250,908,678,3030,2132,912,44555,904,5618,3435,947,2804,53519
epoch_2,uid_21453,950,945,5995,541,3435,2959,924,930,79132,4226,1446,44555,2542,4312,1136
epoch_2,uid_229622,1201,1237,1276,2132,912,5291,306,3030,1136,1293,7153,2542,1719,4848,142488
epoch_2,uid_167368,1206,1201,3022,1237,1446,5291,1732,142488,745,4973,593,1209,296,50,913
epoch_2,uid_21772,2324,527,2542,293,260,3435,5291,1256,3147,593,2908,1446,1259,910,950
epoch_2,uid_176555,2959,1211,3030,2324,3683,5618,79132,3435,2329,2571,142488,1446,2132,1213,950
epoch_2,uid_166868,1250,899,527,5291,34405,3022,3030,1234,2571,50,1172,5995,945,296,3468
epoch_2,uid_51695,1089,527,4848,4878,1206,2329,3435,4312,1237,44555,1446,3022,2959,1172,3030
epoch_2,uid_282217,48780,1203,750,912,900,142488,307,1201,1172,950,904,1207,1225,527,1446
epoch_2,uid_188391,44555,930,953,3435,142488,908,1211,1207,3022,924,678,1204,1256,3000,3429
epoch_2,uid_246431,5291,1256,950,1207,910,1136,1148,4848,899,7090,48516,903,34405,142488,2132
epoch_2,uid_92775,3022,950,527,50,1446,4993,1211,3435,1233,5291,7153,2324,1237,910,138036
epoch_2,uid_221239,318,2571,142488,527,1196,5291,1233,260,1221,900,4973,1250,2959,899,2804
epoch_2,uid_148267,5291,1237,1250,1283,2804,2132,904,908,953,142488,2300,678,858,138036,899
epoch_2,uid_26118,110,142488,541,1203,1228,4848,1954,1148,1259,7323,67255,950,930,1193,1304
epoch_2,uid_175652,2959,4993,79132,142488,4226,2028,950,5995,1291,858,4973,68157,2329,134130,912
epoch_2,uid_120855,1394,922,904,31658,108932,3730,3334,2599,1734,1282,2863,2700,8645,947,1246
epoch_2,uid_99370,5995,1207,1211,7090,1237,7361,541,122886,34405,912,1262,60069,2762,4312,109487
epoch_2,uid_117610,5291,44555,1237,162414,78499,930,60069,138036,2329,115713,1963,27660,262,3114,79132
epoch_2,uid_265869,527,950,1193,1089,5291,3000,1209,3435,34405,5952,50,945,745,142488,750
epoch_2,uid_199247,4973,3000,1446,1256,919,678,1209,5291,142488,1262,2329,924,945,930,3730
epoch_2,uid_128947,900,1256,1211,5291,1148,908,2132,1237,1719,1136,899,898,1250,73,1446
epoch_2,uid_194844,899,922,3000,4327,1208,7361,5225,1204,53519,296,1283,6711,1719,4144,1260
epoch_2,uid_58100,50,1250,3022,4011,3030,1256,3429,7090,4848,4027,953,678,900,108932,1719
epoch_2,uid_131556,5291,1250,1230,3022,1237,1221,1201,142488,44555,306,1262,541,164179,1204,4312
epoch_2,uid_167980,5291,910,1211,904,2858,1234,1207,2324,1260,318,296,1209,903,3022,1198
epoch_2,uid_205977,1204,2132,3429,1172,1237,2571,3435,1211,1957,2791,1209,1283,142488,32,1446
epoch_2,uid_99817,1136,1228,296,4963,1245,47,1237,1258,4848,678,923,1234,1256,1233,1196
epoch_2,uid_16287,899,913,924,56782,950,1719,2761,7090,1207,3435,903,2300,3022,900,109374
epoch_2,uid_192124,912,3030,1250,3435,4973,2324,1172,1265,1617,899,1262,665,3429,5291,720
epoch_2,uid_176713,912,1228,1234,1233,1172,900,142488,1237,3000,908,541,1281,1446,3022,3429
epoch_2,uid_130144,260,912,858,5291,306,1259,142488,5618,1233,1204,1732,1208,2542,1719,950
epoch_2,uid_132969,1719,1217,47,903,5952,1256,922,306,910,7090,164179,50,109374,5291,3730
epoch_2,uid_271816,3022,5291,2542,6016,318,4848,1250,3000,44555,1446,4011,1080,1237,1222,1228
epoch_2,uid_95564,900,2132,910,541,142488,1197,950,4993,1207,1719,5013,1201,1196,1089,79132
epoch_2,uid_28131,1256,945,2858,3435,2132,5291,4848,1237,1234,2324,910,2329,908,3022,1230
epoch_2,uid_143440,318,3022,593,2804,4848,7090,356,950,1172,142488,109374,4312,1136,745,3681
epoch_2,uid_208322,3435,1172,4848,5995,1206,908,2019,900,4312,1148,1446,745,1210,1204,1209
epoch_2,uid_75400,945,58998,3020,33166,3551,1238,1237,1276,5618,2797,541,49272,953,1234,3095
epoch_2,uid_1049,2571,2019,950,945,678,1237,1267,4848,1225,2819,5618,4878,142488,30707,1256
epoch_2,uid_112436,50,1172,5291,2132,3949,70159,1884,2183,1221,1231,1200,162414,4226,1206,26614
epoch_2,uid_150562,3435,1089,1221,2692,947,164179,3000,1446,3730,3022,1201,858,31658,902,912
epoch_2,uid_214234,1193,858,306,1719,1293,4312,1237,1617,2571,3435,2918,1211,1260,2542,2132
epoch_2,uid_238979,2959,2571,1211,56782,260,904,1446,1193,296,2329,4973,1204,541,1198,79132
epoch_2,uid_101768,44555,68157,4973,152081,3022,3429,142488,947,1136,56782,1172,17,7156,945,104069
epoch_2,uid_82109,3435,1207,1446,904,3548,1233,527,134130,2819,912,3683,945,1193,61240,2804
epoch_2,uid_20804,4848,678,3022,899,30707,7153,1283,3000,4993,969,3429,1237,3949,2132,1209
epoch_2,uid_10839,912,858,4848,1201,3022,953,1293,1233,950,1446,1221,50,1193,1172,678
epoch_2,uid_206194,1201,922,48516,1244,1204,1256,1260,665,3000,7090,5291,1719,3435,1217,1278
epoch_2,uid_187884,541,5618,2959,3022,903,1233,3435,930,1446,2571,1256,1207,1089,48516,44555
epoch_2,uid_165585,900,1237,1207,908,260,3030,527,950,678,1260,899,5995,2959,1304,1148
epoch_2,uid_76559,1213,1089,3429,1258,1221,1278,950,1209,34405,1228,1219,1256,2677,112552,1200
epoch_2,uid_89916,4312,1233,1237,1446,527,1172,1260,68157,947,1228,67255,3000,2132,106916,900
epoch_2,uid_200726,541,1206,913,1446,3022,4226,1211,924,950,1201,1233,306,112852,1276,2819
epoch_2,uid_244,1276,5291,5995,1207,1233,1203,2324,4027,4011,5618,2019,945,908,3435,142488
epoch_2,uid_220558,2324,3022,3911,1256,1233,1446,6957,858,908,924,2819,2908,904,1245,900
epoch_2,uid_250894,1250,745,1172,3022,919,142488,1148,923,913,678,5971,2289,44555,7090,1221
epoch_2,uid_169755,1203,4027,1732,750,63876,1221,3022,50,1237,44555,5995,2329,1213,4878,7090
