,,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10,top_11,top_12,top_13,top_14,top_15
epoch_2,uid_128088,296,44555,971,1262,945,1237,1264,4848,1204,1234,1256,858,1260,2300,4973
epoch_2,uid_267455,260,1172,5291,2324,750,3020,1209,527,1036,1617,306,48780,48516,3730,7153
epoch_2,uid_73381,3435,2019,2858,48516,1204,4878,319,86504,1211,1209,1172,930,1446,5291,3503
epoch_2,uid_117628,1204,919,1259,3435,5618,899,903,4848,1212,593,3022,1090,1256,1148,3683
epoch_2,uid_21453,1233,1234,1204,296,4011,44555,306,109487,2804,1949,31658,1262,1209,1206,2329
epoch_2,uid_229622,1204,142488,7153,5291,2329,1200,2804,4973,306,1237,4011,858,6016,260,3030
epoch_2,uid_167368,1232,899,1211,3435,3578,3683,904,910,2289,6016,2132,3317,1172,138036,3030
epoch_2,uid_21772,1136,5291,541,2804,4848,904,908,953,56782,1234,2571,1256,7090,2324,910
epoch_2,uid_176555,1446,2804,1222,4973,3360,1237,109487,1196,2028,1198,1221,55820,142488,599,1256
epoch_2,uid_166868,5618,858,5291,1234,7153,1230,1211,2329,3429,3578,1198,1172,2132,1136,5995
epoch_3,uid_128088,541,112552,3996,3089,1211,1265,551,33166,293,1267,903,3020,1281,930,457
epoch_3,uid_267455,1237,7090,913,1250,665,3996,2132,1304,593,1210,1204,1208,1283,4973,3030
epoch_3,uid_73381,665,2324,1256,910,940,6016,1304,1237,1617,3000,7090,903,33166,446,4105
epoch_3,uid_117628,1136,1211,1208,68157,48516,1172,44555,1237,2571,904,3030,3000,6773,7090,1233
epoch_3,uid_21453,2019,2571,2858,899,1136,858,1080,48516,6016,1198,910,1283,1260,7090,1732
epoch_3,uid_229622,1258,47,296,1136,2571,2959,293,48516,1208,1283,3022,109374,2542,60069,3949
epoch_3,uid_167368,665,1213,4011,858,3429,296,1221,2858,5013,1219,750,1148,593,7090,40819
epoch_3,uid_21772,1250,306,2677,142488,899,1259,33660,34405,4327,4641,2289,1207,1209,930,134130
epoch_3,uid_176555,1089,541,1250,950,1262,1208,940,3022,306,913,6773,1207,1201,44555,79132
epoch_3,uid_166868,1237,4973,2571,908,112552,48516,2692,1446,1263,945,5952,4848,1260,7090,356
epoch_4,uid_128088,31410,2804,951,1228,79132,3134,938,67255,2726,5995,1212,953,86882,5147,101864
epoch_4,uid_267455,3435,1207,1089,1446,162414,3421,319,745,293,44555,1259,5995,919,1214,3147
epoch_4,uid_73381,1281,1283,913,2132,3022,593,3429,1262,68237,3508,6773,2804,2908,1079,71535
epoch_4,uid_117628,1234,4993,2542,4973,5952,1207,1210,1283,1446,3020,945,34405,930,4011,3429
epoch_4,uid_21453,2132,5291,1089,900,608,3022,1256,2542,902,86504,1201,112552,953,1217,1293
epoch_4,uid_229622,1221,150,2762,900,1262,1270,44555,1278,902,1260,73,2300,1198,912,1304
epoch_4,uid_167368,1283,5995,912,908,3022,778,1237,1732,293,3089,319,903,109374,1212,898
epoch_4,uid_21772,44555,1198,3730,599,1617,900,1221,1260,1265,1228,48516,945,2542,3030,1283
epoch_4,uid_176555,2132,1211,7090,1200,1228,1233,1189,5618,60069,1209,900,2677,34405,109374,164179
epoch_4,uid_166868,86504,47,3000,79132,2542,60069,665,750,4226,924,1209,1276,92259,899,1201
epoch_5,uid_128088,910,900,164179,1732,1257,4011,55820,3730,1193,8370,1036,138036,1232,44199,55247
epoch_5,uid_267455,899,3429,1260,4011,1256,2677,2692,1225,142488,4848,945,2318,930,898,3089
epoch_5,uid_73381,1232,44555,2843,1089,2542,900,306,950,947,2918,1222,2329,1704,356,1225
epoch_5,uid_117628,79132,589,3730,1201,1228,900,306,953,2804,7153,898,116797,5147,940,1209
epoch_5,uid_21453,79132,903,142488,97938,60069,4878,34405,2318,3020,593,48780,1208,1230,47,1212
epoch_5,uid_229622,3000,2324,2858,940,3730,34405,79132,950,1228,913,930,3435,86504,899,48780
epoch_5,uid_167368,79132,1704,1278,1222,1089,4878,68157,1259,2918,38061,2677,1446,945,900,446
epoch_5,uid_21772,1196,3429,1217,1089,2918,950,2132,106100,1446,68237,1148,2762,4878,3317,265
epoch_5,uid_176555,750,260,1206,1281,3996,2571,5225,4011,112552,930,665,1278,3578,48516,86504
epoch_5,uid_166868,900,44555,3435,48780,3949,720,1233,1949,4312,1207,4011,3996,950,1293,1228
epoch_6,uid_128088,720,3000,2289,1214,56782,2324,1283,2905,1230,608,7090,34405,1148,1446,49272
epoch_6,uid_267455,1222,950,4993,111,1500,608,3022,2819,902,2843,1213,1217,4037,6016,1303
epoch_6,uid_73381,56782,778,945,2677,1228,2289,2686,1719,142488,1213,1206,34437,3730,1230,1264
epoch_6,uid_117628,1197,913,1278,3265,2132,1304,1225,33166,4027,319,1230,1617,3134,49530,164179
epoch_6,uid_21453,5952,1221,1228,2819,162414,1304,3429,1214,8154,745,1222,44199,4993,1196,950
epoch_6,uid_229622,2677,945,1209,7099,7090,3429,4993,4878,1259,7323,1175,1089,778,1230,162414
epoch_6,uid_167368,913,4027,3147,1200,950,34405,86504,134130,930,8154,3503,4262,6283,953,5225
epoch_6,uid_21772,1197,1201,1304,1211,919,7153,923,58559,3911,1719,1214,3507,665,1267,1222
epoch_6,uid_176555,3147,7153,116797,1258,903,6283,3435,1293,2905,48780,589,2395,1225,3089,745
epoch_6,uid_166868,1208,741,898,3022,913,446,2905,3730,1732,1284,910,6724,1617,55247,2336
epoch_7,uid_128088,3022,3476,933,950,1080,947,4144,2863,902,116797,1303,940,3429,84152,969
epoch_7,uid_267455,2571,33166,940,68157,1281,1264,1200,1719,1206,3317,8132,1175,599,1968,2905
epoch_7,uid_73381,5013,745,4027,1303,1221,4312,3020,5971,49272,134130,4011,47610,4037,111,2318
epoch_7,uid_117628,3996,112552,2905,1260,1200,2692,162,678,1387,142488,665,69844,3246,1036,778
epoch_7,uid_21453,665,2289,2905,56782,1263,55247,1199,3730,919,319,1281,1446,33166,1197,1303
epoch_7,uid_229622,4312,1256,91529,1288,608,665,1196,3996,4027,953,49272,741,1217,1293,2502
epoch_7,uid_167368,2028,1617,1719,3681,82459,68237,1258,1304,902,109487,164179,6957,116797,1206,5971
epoch_7,uid_21772,3147,778,5995,60069,1303,903,969,1254,1208,2905,1175,593,4027,86882,86504
epoch_7,uid_176555,4878,2843,1732,1617,38061,2300,4226,215,1175,902,1217,6016,4995,2183,4881
epoch_7,uid_166868,903,306,1304,88125,1080,34405,296,68237,5971,1283,940,91529,1197,134130,902
epoch_8,uid_128088,750,1213,922,1719,4037,319,2677,1259,4641,1225,1291,1218,3911,4327,678
epoch_8,uid_267455,953,1267,1147,933,67255,1293,923,56782,152081,1263,1079,5878,1247,26614,1949
epoch_8,uid_73381,1189,5995,3949,34405,898,293,48780,4995,902,1259,5147,55247,2905,38061,215
epoch_8,uid_117628,293,1220,1270,49272,134130,4037,106100,56782,4881,950,3681,5995,38061,969,1258
epoch_8,uid_21453,1210,4312,1259,1213,293,134130,88125,930,2762,44191,162,1278,1225,1245,3503
epoch_8,uid_229622,68237,903,33166,923,1267,1617,31658,1446,3503,7156,2905,5995,55247,2692,4262
epoch_8,uid_167368,1284,5989,5952,3730,2905,2336,2186,5878,4973,2183,1260,88125,1500,56782,142488
epoch_8,uid_21772,40819,2858,6016,71535,1225,33166,1200,55247,112552,2791,2843,44199,745,1036,94959
epoch_8,uid_176555,88125,446,134130,2819,1264,924,1223,3916,1214,2692,44191,910,2289,67255,152081
epoch_8,uid_166868,1089,1225,7099,1210,1189,164179,2843,3147,1258,32,1884,953,6350,508,1214
epoch_9,uid_128088,7361,91529,1199,1238,2186,1078,1245,1258,3545,1247,923,122886,94959,44665,40819
epoch_9,uid_267455,1278,86504,2289,134130,4027,4226,1230,1291,290,68237,55247,94959,924,1960,164179
epoch_9,uid_73381,919,608,3134,1263,1247,2791,953,31410,3911,86882,164179,2863,1284,1254,2819
epoch_9,uid_117628,1222,3949,4878,68237,1217,924,1719,356,7361,3503,40819,2686,1219,7323,71535
epoch_9,uid_21453,2843,913,2791,2186,1500,68157,1036,508,1265,599,446,307,1189,3089,1284
epoch_9,uid_229622,2318,6350,5971,599,2819,1719,3134,86882,134130,1219,1949,1263,4037,933,1732
epoch_9,uid_167368,599,2843,1217,33166,7156,162414,940,2908,1036,49530,49272,2502,265,1147,3996
epoch_9,uid_21772,1213,3020,68157,7156,1210,32,1278,1732,2692,3503,44191,5013,922,1257,111
epoch_9,uid_176555,2186,6807,33166,6104,56782,79357,49272,1199,40819,4105,1220,1080,30707,1267,920
epoch_9,uid_166868,1719,2186,4878,162414,2010,2858,2289,215,954,919,4902,2028,7361,109487,2791
epoch_10,uid_128088,142488,914,599,1201,5013,3508,1197,108932,3468,4312,1224,3681,76093,3683,5954
epoch_10,uid_267455,138036,3503,73,1090,1245,1272,2729,5060,971,2300,1257,1288,30749,2918,215
epoch_10,uid_73381,112552,1949,91529,89745,2186,952,1198,1214,138036,2183,5225,73,969,109374,31658
epoch_10,uid_117628,3089,457,5225,2843,2908,4312,2677,3095,599,55247,971,446,3147,67255,1257
epoch_10,uid_21453,2918,55276,67255,2028,940,7153,933,49272,53519,1291,951,1957,2908,1280,6377
epoch_10,uid_229622,2908,910,2791,138036,4327,954,3147,678,947,1281,1225,3089,68157,446,2010
epoch_10,uid_167368,1228,94959,3468,106916,4312,1281,2300,290,2819,97938,508,2618,1245,1303,2318
epoch_10,uid_21772,7099,49272,162414,138036,30707,3000,109374,319,2908,2186,446,4011,1500,898,67255
epoch_10,uid_176555,3468,319,947,6711,138036,68157,2762,2908,3476,3683,4144,3020,5971,1226,3581
epoch_10,uid_166868,1213,142488,1079,2819,599,2908,1278,58559,86882,5013,44191,1196,1200,138036,4641
epoch_11,uid_128088,306,1252,4027,2843,1206,3507,1172,31658,745,1278,3307,1293,2819,101,1220
epoch_11,uid_267455,922,1704,5952,778,2186,8645,3508,3134,4327,112852,2908,2502,82459,446,947
epoch_11,uid_73381,79132,922,68157,290,8154,1217,3683,1080,1175,2010,1227,2300,933,1293,1527
epoch_11,uid_117628,922,44191,138036,1293,1961,4327,2186,84152,2289,5013,110,162414,86882,60069,3462
epoch_11,uid_21453,3911,3996,71535,778,3949,73,922,1264,3683,2300,4027,138036,898,5013,109374
epoch_11,uid_229622,898,3683,924,319,1245,2186,356,56782,2183,49530,265,3020,1303,1254,745
epoch_11,uid_167368,2360,745,31658,919,48780,2997,106100,7256,1267,6773,4967,5782,2745,111,608
epoch_11,uid_21772,3089,4226,2300,4881,84152,116797,1281,2819,1949,4312,4037,933,47610,902,5971
epoch_11,uid_176555,2918,1224,4312,1245,293,3911,898,1719,3429,162414,91529,741,1374,4327,945
epoch_11,uid_166868,1270,3114,969,61240,1704,1291,4995,7156,38061,84152,1222,3020,31410,1224,44665
epoch_12,uid_128088,106918,1079,32,2686,2908,2318,6,1284,290,446,4979,7156,30749,7323,1584
epoch_12,uid_267455,2028,1270,2761,40819,6957,678,1254,508,91529,30707,112552,589,720,7156,36
epoch_12,uid_73381,7156,1212,599,3246,53519,7361,4881,162414,923,109487,924,1500,1394,6993,678
epoch_12,uid_117628,1732,933,1303,923,745,109374,290,2183,2863,947,31410,3508,1949,800,3468
epoch_12,uid_21453,215,3147,3508,4995,290,356,2692,1079,4881,84152,68237,3578,5292,1267,8132
epoch_12,uid_229622,1206,5147,1264,116797,951,31410,112552,4144,922,6773,3508,38061,2289,5878,215
epoch_12,uid_167368,86882,71535,8645,112552,741,4037,152081,44191,1264,678,1257,952,589,922,31410
epoch_12,uid_21772,608,1264,290,2318,3996,3910,3949,1247,3134,1230,4144,48780,1270,8154,1147
epoch_12,uid_176555,1304,4027,933,55247,1303,52281,97938,162,51255,1254,1036,1219,1527,951,1949
epoch_12,uid_166868,1303,40819,1259,6016,1217,922,33166,3089,293,1206,34437,933,1257,44199,108932
epoch_13,uid_128088,72641,6957,5878,8154,109374,5782,1272,55442,4995,2918,5971,3910,88810,508,1208
epoch_13,uid_267455,31410,3683,1212,4881,1732,162,51255,5225,951,2336,5147,106100,969,4312,3468
epoch_13,uid_73381,67255,920,55820,2951,58559,7099,51255,84152,40819,8132,45081,1267,88125,4144,265
epoch_13,uid_117628,7156,5971,2791,79357,1281,8132,53519,2336,1263,8154,2762,2819,1284,1264,34437
epoch_13,uid_21453,1719,2677,7099,3134,6957,164179,47610,4641,3677,69844,91529,4226,55290,106916,1258
epoch_13,uid_229622,2843,2951,5013,1704,6380,3681,919,4641,2863,44191,4881,1189,2729,1247,8154
epoch_13,uid_167368,4881,5147,3134,8132,3508,48394,1189,7099,3360,4144,45081,67255,51255,91658,3949
epoch_13,uid_21772,1291,720,3578,3508,971,2028,2336,3683,6539,356,364,152081,954,955,1084
epoch_13,uid_176555,1197,969,3134,1954,5147,4902,905,2761,5060,2791,1291,44199,122886,3265,1952
epoch_13,uid_166868,778,6957,2677,97938,53519,1212,54259,1527,4881,1199,49272,6773,3317,162,319
epoch_14,uid_128088,2857,68237,162,1090,3198,1374,65261,55276,4881,5903,8910,2511,49530,17,162414
epoch_14,uid_267455,55820,5013,4262,1,86882,106916,8154,800,741,38061,2360,2791,4902,4995,3911
epoch_14,uid_73381,79357,1147,69844,296,741,3147,8910,30707,1249,166643,1961,1199,8370,1244,55276
epoch_14,uid_117628,1206,2318,3911,2028,1291,48780,82459,73,48738,1189,2951,55276,1079,152081,30707
epoch_14,uid_21453,5971,1254,40819,947,678,7156,30707,111,4037,26614,38061,106918,5225,3468,55820
epoch_14,uid_229622,48738,5225,4226,67255,5060,921,5952,2918,8132,88125,1079,152081,457,3468,30707
epoch_14,uid_167368,55247,162,3476,1175,923,1610,947,65261,85774,951,307,2857,76093,55442,3916
epoch_14,uid_21772,1206,1952,109487,924,940,31410,1189,97938,6957,38061,85774,3681,4262,8132,2951
epoch_14,uid_176555,7156,2863,2318,2951,86882,8132,5013,48043,68237,3503,61240,5673,1265,2010,94959
epoch_14,uid_166868,8132,3134,2918,4037,5292,5147,106916,745,290,111,3508,80489,1264,3503,7327
epoch_15,uid_128088,6807,71535,2692,954,68157,1254,8645,112852,152081,3007,2542,7438,1966,89745,2357
epoch_15,uid_267455,1199,116797,6807,1284,1218,48738,3681,109487,6711,8228,44199,79357,1265,6773,65261
epoch_15,uid_73381,49530,1257,5878,82459,81845,1732,1219,1288,2360,951,80489,2917,800,1957,1224
epoch_15,uid_117628,6957,58559,215,4995,4226,942,1080,6016,4144,4641,47,47610,720,80489,265
epoch_15,uid_21453,1147,7361,1219,6773,63876,1200,2336,92259,82459,923,86882,5147,924,4327,4144
epoch_15,uid_229622,97938,58559,71535,2028,1232,109487,290,1500,65261,82459,1199,6957,3911,3677,44199
epoch_15,uid_167368,3548,2863,1653,3307,1949,1845,80489,53519,69844,8910,3362,3037,3148,8253,79357
epoch_15,uid_21772,678,1704,1284,741,215,106916,162,55276,947,91529,3468,6773,6350,3198,81845
epoch_15,uid_176555,8154,1212,7361,1270,3949,65261,1249,5878,6957,57669,3037,63876,2859,7099,8645
epoch_15,uid_166868,457,4144,678,2318,73,5782,5060,952,1249,2664,4103,27904,947,71535,1280
epoch_16,uid_128088,1175,5060,1263,8253,4902,265,48774,3503,1340,1952,79357,1288,1757,5292,1209
epoch_16,uid_267455,954,7099,1189,53519,3360,3677,3897,5673,265,80489,7256,1080,3095,5989,952
epoch_16,uid_73381,162,6957,65261,6440,1845,52281,4641,152081,3468,112852,72641,3317,26662,3551,61240
epoch_16,uid_117628,1245,508,1147,97938,1265,7099,3578,1267,951,952,31658,111,1224,1247,3307
epoch_16,uid_21453,2686,3095,58559,3265,1232,2863,1625,3307,30749,457,108932,61240,1249,72641,921
epoch_16,uid_229622,106916,4902,3578,1284,2686,969,1235,3307,5292,1212,79357,1845,1147,508,3360
epoch_16,uid_167368,3095,48043,1961,215,3911,7323,60069,8370,61240,3545,3421,55820,108932,4641,57669
epoch_16,uid_21772,1212,65261,951,4103,2686,5147,8645,1232,3360,2064,1245,5225,82459,1218,2761
epoch_16,uid_176555,3507,53519,2360,3307,911,5989,1845,3741,115617,2076,965,6,2336,508,108932
epoch_16,uid_166868,2686,116797,1265,3095,68157,951,3360,3911,3198,72641,1226,942,5225,1246,6104
epoch_17,uid_128088,1147,1246,2005,1235,26662,2020,7766,1949,44195,2502,4014,1217,1185,4103,38061
epoch_17,uid_267455,2863,52281,6104,7323,4103,8370,3949,5669,6380,4144,2951,2686,942,1249,8910
epoch_17,uid_73381,6350,26614,1218,3360,3476,6104,2336,1035,720,3681,4327,1929,911,2726,1245
epoch_17,uid_117628,8370,741,106916,65261,2761,2917,921,954,2360,3581,109487,1884,3916,6,4963
epoch_17,uid_21453,4902,2183,152081,1175,65261,8910,6187,7323,3317,800,7256,4016,29,80489,3507
epoch_17,uid_229622,47610,3581,6104,4995,7361,40819,1224,89492,5989,6,1253,952,4103,111,34437
epoch_17,uid_167368,5669,6350,6380,933,2686,44199,3551,3265,72641,6874,942,5292,457,1079,6104
epoch_17,uid_21772,79357,53519,1224,3265,6104,508,88810,55442,800,3307,952,31658,3246,920,47
epoch_17,uid_176555,47,4641,7438,47610,2502,1961,8228,971,6874,1232,8253,922,3508,71535,1079
epoch_17,uid_166868,79357,4327,921,2502,3307,3468,1245,55442,122886,3246,7323,4027,1682,1960,1235
epoch_18,uid_128088,1189,6350,1845,79185,1282,134130,2571,60069,6062,3265,3095,1960,106916,2927,27660
epoch_18,uid_267455,1220,3578,1258,2997,1232,3265,49530,2183,457,34437,2795,48043,5782,3198,6874
epoch_18,uid_73381,8645,4103,55442,7323,63876,3421,6,86347,3552,94959,1682,2028,44199,307,508
epoch_18,uid_117628,5878,307,1254,1704,44199,94959,68954,914,108932,6104,4880,7256,4103,1218,8253
epoch_18,uid_21453,971,31410,1288,6350,8253,6104,51255,94959,48043,122886,1247,5878,4262,1224,79357
epoch_18,uid_229622,108932,1226,8645,3317,26614,94959,55442,3462,3897,920,1090,2020,8910,935,307
epoch_18,uid_167368,6,63876,1960,4902,86347,52281,6187,3677,84152,50068,1226,81845,4251,27831,112852
epoch_18,uid_21772,73,36,61240,89492,6874,3462,7256,34437,26614,475,5954,7438,150,457,965
epoch_18,uid_176555,290,82459,1244,1218,720,8370,4103,3317,1257,31410,475,1288,5292,8874,5954
epoch_18,uid_166868,26614,1247,1219,1232,115713,55290,1267,1288,3007,2863,81845,8154,67255,5690,2951
epoch_19,uid_128088,73,5225,97938,1223,6242,215,7482,952,48780,4880,3360,6773,2183,6942,3246
epoch_19,uid_267455,1224,85774,6502,55276,1280,1954,61240,6187,921,955,3307,965,6539,2333,91658
epoch_19,uid_73381,457,116797,3507,1036,1223,3100,4902,6296,1952,6170,106918,5060,106916,115713,5954
epoch_19,uid_117628,61240,920,55290,6440,4902,6350,48043,2064,3100,88125,51255,5954,2729,26614,5782
epoch_19,uid_21453,3681,952,81845,741,2859,1845,2761,1952,34437,2917,1968,49530,969,89745,76093
epoch_19,uid_229622,162,6807,1961,2336,8253,2761,84152,51255,53519,1218,971,3095,55290,76093,6296
epoch_19,uid_167368,55276,5903,48738,1254,89492,907,2761,4103,50872,4327,920,497,4995,55052,4326
epoch_19,uid_21772,88125,5878,7323,108932,122886,3095,55820,45081,115713,4995,2863,6807,1957,5292,4902
epoch_19,uid_176555,4037,85774,3681,3007,1394,1284,68954,26903,88810,6993,2288,1274,106918,8961,76093
epoch_19,uid_166868,2997,65261,8645,82459,165549,2729,1845,920,5878,1387,31658,3265,54997,1254,2857
epoch_20,uid_128088,4878,109487,1200,59026,34437,2395,1084,51255,47,48394,53519,1280,3671,2791,165549
epoch_20,uid_267455,48394,3916,3507,6,7438,81845,55290,307,150,4034,115713,54259,5954,84152,3548
epoch_20,uid_73381,971,2357,5292,1280,2857,74324,61236,1235,97938,2391,5989,89492,1226,1090,106100
epoch_20,uid_117628,2300,1682,55442,1232,52281,1957,63876,91529,938,7438,112852,1249,1246,1235,2076
epoch_20,uid_21453,1218,1235,1466,52281,1226,88810,26662,5989,165549,55442,6440,3916,106100,1246,112852
epoch_20,uid_229622,3265,55276,1291,115713,720,1272,3548,3476,26662,80489,3507,1265,5954,3246,2857
epoch_20,uid_167368,73,720,26662,88810,935,6502,34437,954,3462,7147,91529,8961,44195,1953,3740
epoch_20,uid_21772,49530,2857,69844,1272,3476,1244,8253,1466,2183,1079,52281,1235,63876,935,79185
epoch_20,uid_176555,1953,81845,1387,800,952,104913,3100,8910,921,95654,29,2686,7323,1171,55442
epoch_20,uid_166868,1500,30707,106100,55276,6,47610,3100,1218,3916,1220,2357,971,1171,1036,69844
epoch_21,uid_128088,3949,3147,1704,97304,741,2391,935,26614,6104,3421,907,4967,2951,3916,4546
epoch_21,uid_267455,1466,97938,1246,3476,2857,69844,1235,1625,50068,47610,122886,3100,7137,3148,1374
epoch_21,uid_73381,3677,1884,122886,3061,1466,3095,1449,2997,2761,954,48738,921,1171,108932,54259
epoch_21,uid_117628,1500,3317,1288,1261,3421,2357,2920,106918,72641,3507,1466,6380,4967,6993,1845
epoch_21,uid_21453,3246,8370,4103,265,116797,1704,1884,3421,1298,4105,935,3360,720,79185,954
epoch_21,uid_229622,1210,122886,3551,800,6283,106100,3007,52281,1466,1625,1960,6539,69844,61240,4967
epoch_21,uid_167368,1466,800,2917,969,1218,2791,4963,8228,33154,30749,6170,55290,2357,5103,5954
epoch_21,uid_21772,1288,2917,1199,2357,8370,1845,68954,8910,3037,1961,3629,1080,921,2729,6062
epoch_21,uid_176555,1210,101,1194,3551,3061,110,5782,44195,6350,4378,1272,2857,6062,31658,69844
epoch_21,uid_166868,49530,52281,3462,26662,152081,85774,6380,7438,3507,8370,265,800,6440,1272,2761
epoch_22,uid_128088,48516,1527,88125,800,2501,2917,1729,3067,2360,61240,5135,246,6283,69844,48043
epoch_22,uid_267455,63876,3581,3246,935,6296,110,165549,7482,44665,1945,89492,106918,1957,2917,1226
epoch_22,uid_73381,1960,1185,8253,2268,6380,915,905,2729,3265,2920,1084,1797,2020,1220,3581
epoch_22,uid_117628,1199,115713,5292,4262,81845,1527,8645,1960,3037,88810,3476,1223,1625,2664,5673
epoch_22,uid_21453,3897,6807,8645,3910,1797,85774,5782,1090,7137,2010,3581,1220,78499,45081,6242
epoch_22,uid_229622,6993,55820,2997,27660,2745,2859,1036,91658,1394,1171,6787,6187,6440,78499,1374
epoch_22,uid_167368,3581,1527,3507,2951,6440,78499,5690,921,26614,89745,3246,6993,3252,165549,1131
epoch_22,uid_21772,1246,6380,26662,1968,2502,6242,3897,6440,1960,8228,110,1231,589,2360,1090
epoch_22,uid_176555,1235,6187,3910,7327,2745,97304,55290,2795,7137,1147,55276,33154,1282,914,177593
epoch_22,uid_166868,48738,3897,3681,50685,8228,5989,97304,3476,112852,905,1953,50872,3910,51255,109374
epoch_23,uid_128088,1957,6170,85774,78499,3551,112183,6539,89492,942,1625,2010,4105,7099,4427,3548
epoch_23,uid_267455,6993,4967,1387,5292,97304,2920,8253,44191,32,6283,920,6242,475,1610,1394
epoch_23,uid_73381,55290,3462,3307,942,2664,7482,1238,32,3548,1252,7327,5673,150548,6242,92259
epoch_23,uid_117628,2010,2857,26662,7327,89745,89492,907,8228,3360,2467,85774,2859,8910,1952,165549
epoch_23,uid_21453,2360,1960,914,1266,2857,1953,6993,3551,5673,7482,8228,2020,5954,57669,101
epoch_23,uid_229622,914,2917,6170,7256,57669,2644,942,106918,63876,4880,8228,1957,5673,8370,3916
epoch_23,uid_167368,1625,1235,115713,3629,1957,914,2010,4105,7327,104069,2064,69481,106918,95654,47610
epoch_23,uid_21772,5060,307,55290,7482,5673,3551,4967,6993,3677,1249,78499,1226,51255,48043,2010
epoch_23,uid_176555,48394,84152,307,48738,4967,6380,78499,4251,106916,6440,1960,2467,166643,89492,907
epoch_23,uid_166868,2360,6242,2183,1147,6807,6187,1175,45081,8253,104069,965,2859,2064,3421,5673
epoch_24,uid_128088,106100,166643,98491,2729,8132,26903,5673,3114,223,80489,163134,2664,108928,6162,36276
epoch_24,uid_267455,7327,2859,911,6440,50685,69481,1244,1953,1227,72641,101,1845,1252,6870,3910
epoch_24,uid_73381,955,6502,3037,916,5782,44665,907,4720,163134,101,50685,57669,2160,1272,4873
epoch_24,uid_117628,935,1272,6187,3548,4251,955,1084,1610,2268,76093,122886,55820,3677,965,1374
epoch_24,uid_21453,589,942,2502,1272,6380,89492,3476,3148,965,1945,4251,1682,6502,48738,6170
epoch_24,uid_229622,2360,955,6242,907,72641,3421,5782,1797,1244,81845,3037,165549,4014,7482,1220
epoch_24,uid_167368,1084,6062,1952,48774,6807,3910,3198,223,29,166643,7482,2467,1249,117533,16
epoch_24,uid_21772,76093,3581,44665,942,5782,97304,907,2731,165549,6,3548,48738,3100,3421,4105
epoch_24,uid_176555,26662,106100,2729,3067,1238,1500,3198,7482,49530,3095,1610,26614,101864,1084,8950
epoch_24,uid_166868,1957,76093,3548,2020,1084,6993,307,86347,71579,94959,3551,7256,57669,911,27878
epoch_25,uid_128088,1210,80906,81845,921,82459,5899,7256,778,3471,4873,36529,87232,8874,5690,1466
epoch_25,uid_267455,3551,1797,1952,1298,1084,2357,1449,1365,166643,29,5690,906,79185,95167,8917
epoch_25,uid_73381,50068,3897,47,1265,165549,4406,3910,8228,3198,6283,1729,4880,1387,1196,7256
epoch_25,uid_117628,6242,32,57669,6283,50068,3671,475,2502,48394,5690,3198,97304,78499,911,1729
epoch_25,uid_21453,3198,6283,2729,2357,50068,86347,1527,7327,7160,166643,80906,48394,110,3462,907
